post,prefLabel,compulsion,obsession,Compulsion Manual checking1,Obsession Manual checking 1,Compulsion checker 2,Obsession checker 2
"Hi, 
Hope everyone is doing okay! Haven’t posted on here in a while, and to be honest, I’m not really bothered if anyone replies to this or not. I just feel like I’ve been internalising all my emotions recently and I really, really need to let them all out. 
I know in my other posts I’ve said that I have suspected that I have OCD, but I’ve never been formally diagnosed, as my parents are reluctant to take me to get formally diagnosed, as they blame it on me being “hormonal” (I’m only 16 so I don’t think I can go to a professional without parental permission??). But lately, I’m not even sure if it’s OCD anymore. Since about May I’ve been terrified of committing suicide. However, at first it focused mainly on actually doing so, whereas now I feel like I’m just obsessed with my mental health. I feel like what I’m now scared of having depression, or even just being sad, but I feel like I’ve almost convinced myself that I could have depression, and that I’m miserable all the time. Therefore, I’m constantly trying to prove to myself that I’m happy, or I’m trying to improve my mental health. I keep trying stuff like attempting to fix my sleeping schedule, or meditating, etc, in an attempt to make myself happy, but I always fail, and give up-I think because I have convinced myself that I am miserable. 
However, I go through periods of about several days - a week of being miserable, and having no motivation, and not really wanting to do anything. During these periods, anything I see I will think of as sad, if that makes sense. I also occasionally typing that I might want to die when this happens, but I’m not sure if that’s the intrusive thoughts. Then, I suddenly have like, a few hours or maybe a day where I’m so motivated and I’m ridiculously happy, and I think that life is amazing. Everything I see I’ll think is amazing. Maybe that’s just normal teenage mood swings but I’m not really sure😂. 
Also, I still constantly touch wood superstitiously. Except, before it was mainly to do with either being sick, or suicide. Now, it still focuses mainly on those, but literally anything bad that I hear I’ll go “I hope that doesn’t happen to me, touch wood”. Like the other day, I was reading, and in the book the main character had cancer, so I was touching wood over and over again, hoping it didn’t happen to me. And then, sometimes I do it for no particular reason. There’s a wooden shelf above my bed, so sometimes when I’m lying in bed I just repetitively touch the shelf, for no reason whatsoever. 
Anyway, as for now I’m going to try to do a small amount of exercise every other day (and try and build up the amount I do) , and potentially attempt meditating again. I think that by not suddenly deciding to eat healthily, and do loads of exercise, and keep a journal, etc, I might actually stick to this resolution!
As I said earlier, I’m not expecting anyone to reply to this, but I feel a lot better for letting it all out. I’m also not sure if any of it made any sense, so sorry to whoever’s reading this!
Thank you so much, and I hope you’re well and safe.","['Intrusive thoughts', 'Thought', 'OCD', 'depression', 'hope']",0,1,0,1,0,1
"These are probably the three areas that I struggle with most in terms of OCD obsessions and compulsions. Dirt, Germs and Responsibility and mentally obsess over them, which has led to many compulsive behaviours such as constant checking, repetitive hand-washing, and reassurance-seeking from family, friends, and Google. Google is now a toxic ex-boyfriend to me, we no longer speak but he still tries to worm his way in.
I’m terrible at dirt being near or on me, which I’ve been exposed to everyday since March when I pick up Dave’s poops and when I shovel the pee out of his litter tray. EXPOSURE STRIKE 1 OCD YA LIL BISH.
I’m terrified of germs because they could make me or my loved ones sick. Dave happens to be a very sickly hamster. He has always had issues with his respiratory system and so gets ill and needs antibiotics and pain meds etc. Nursing a hamster with gooey eyes and germy snot has accidentally worked wonders for the OCD. I feel a tad guilty for managing to find a silver lining in my furry son’s poor health but dats just how it be sometimes y’know? (STRIKE 2 imagine Dave drop-kicking the OCD cus that’s what’s bloody happening here.)
And then there’s the guilt. Ohhhh the guilt. I’ve mentioned in previous posts that OCD has caused me to feel disproportionate levels of responsibility when it comes to the wellbeing of humans and animals that I care about. This feeling of responsibility was condensed for a long while into an intense fear that I would accidentally hurt/kill my dogs. I believe that and I feel it is rational.","['obsession', 'compulsion', 'Compulsive behavior', 'checking', 'drop', 'fear', 'guilt', 'OCD']",1,1,1,1,1,1
"some of you may have read my post from last night about how all my OCD obsessions were just surrounding me, and how my friends just started talking about it all. Well, to add insult to injury, I had nightmares aswell. What is the point sometimes? honestly, now I feel like I am so contaminated I cant even write a letter and send it off, even though its important that I do. I'm past the point of crying, I just feel like I am in some sort of daze... I had no one else to talk to, Hannah x","['OCD', 'obsession', 'talking']",0,1,0,1,0,1
I got angry in my head yesterday and pictured myself really shouting at a child. I was frustrated at their day dreaming in the classroom anf lack of concentration as it was wasting my time. Now I feel awful :-( I didnt show my anger but I tend to get horrible thoughts or images if I get angry..im not sure if this intrusive thoughts or not as my emotions sometimes trigger them. Please help. I feel really terrible :-(,"['wasting', 'anger', 'Intrusive thoughts', 'Thought']",0,1,0,1,0,1
"I suffered a concussion two months ago and it has caused a resurfacing of my OCD. I've had some success in the past dealing with OCD and have a pretty good understanding of how to combat it using CBT techniques.
However, some new obsessions have arisen as a result of the head injury that lead me to perform mental checking rituals.
In the past, most of my compulsive behaviours have been physical or at least active. In other words, if there was a mental component it usually involved me actively doing something intentionally. My new obsession relates to worries about banging my head. Although I'm attempting to avoid doing any physical or intentional rituals, I find myself engaging in mental checking almost passively or automatically. For example: I might try to remember how close my head was to the wall or how hard I touched my head with my hand. I'm attempting to avoid doing this on purpose but I find the mental checking happening without intention.
I was wondering if anybody had any thoughts or advice on how to deal with this kind of checking. My intuition is to not worry when those thoughts come but to simply disengage with them. Any feedback would be appreciated.","['Compulsive behavior', 'OCD', 'obsession', 'Rituals', 'Thought', 'checking']",1,1,1,1,1,1
"Hi I know that only gp can prescribe my medication and that everyone reacts diffrently.I have a problem.I explained to gp yesterday about my symptoms increasing or that I have more insight that I have wide range of symptoms not just suicidal intrusive thoughts ,images etc.
The gp prescribed 40mg of prozac instead of 20mg that Im taking and it totally wiped me out yestarday and a lot of today.I have had a constant sore head and feeling of being oversedated.I cut back down to the 20mg today as no way can I work feeling like this.Has anyone else experienced this.hugs very tired Tink xxx","['Medication', 'Suicidal', 'Intrusive thoughts', 'Thought', 'symptom']",0,1,0,1,0,1
"Hi,
Iv suffered with this illness since 13 and can honestly say it hasnt got easier.
Im now 30 weeks pregnant with my first baby and have a wonderful partner :-)
Only thing is my ocds affecting my relationship in a very intense way, i feel out of control and so so so depressed i often dont want to wake of a morning.
I am always so confused and anxious-my mind wont stop going around n around, i dont know where to turn anymore, meds never helped n neither did psychiatric help.
The main thing or obsession causing me so much stress right now is a paranoia worry, all i think about is pathetic and embarrassing to admit as it makes me seem so sad n uptight but here goes......
I am constantly worrying weather my partner is going to watch those dirty channels you get on freesat called babestation etc, it hurts me so deeply i cant begin to describe.
The feelings cut through me like a knife, almost like ive been stabbed.
I cant understand or get my head around it, i ask him for reassurance but as he knows this is obsessional he will not reply.
We dont even have the channels but we are moving soon and will be installing freesat, ive got to resort to deleting them but even then if i go to bed before him ill be thinking hes re-deleted them , as u just need to pull the plug out and voila there back-i dont think he would but i know he doesnt think it would be particularly wrong to watch them, i dunno, i just keep worrying, please any body have any advice-feel like im losing my mind over this.
??????","['OCD', 'obsession']",0,1,0,1,0,1
"Hi everybody,
I'm a 25 year old dude. Anxious as can be, a workaholic, a virgin with little self-confidence and live at home with his family who have little respect for boundaries and personal space. I see a therapist on the regular but fear I'm reaching my breaking point. This is my story, I'm hoping somebody who reads this can offer some words of advice or some way helping. I live a hectic life and have gastrointestinal issues that can lead to slews of effects including psychological ones. I've struggled with depression most of my life and have been diagnosed with ADHD but showed signs as a kid. I felt I was missing out on things. Seeing friends with relationships and relationships and being happy, I felt broken. I had tried dating several women but due to anxiety and just social incompetence, things never worked. Fast-forward to university, I wind up seeing this woman three times and screw around. She had a boyfriend at the time and was rather unhappy with the situation. I stopped seeing her because I felt morally conflicted due to the situation. I went with the flow because it was a """"take what you can get"""" mentality. At the time, I was rather involved with student groups at my university. One guy I worked with was gay and rather flamboyant about it. He picked up on my insecurity and would to a degree bully me about, going """"why are you such an insecure virgin?"""" or constantly talk about how he would love to gawk at men wearing sweatpants, knowing it would bother me. 
Two years later, a massive strike of bad luck hits and there are some major life changing events: my dog (which was a source for much comfort) died due to an aneurysm, then so do my remaining grandparents. The grandparents died in isolated incidents due to natural causes but both in their own traumatic way. In the midst of all this, I met this fellow student. She was attractive, had the same sense of humour and we hit it off. Given all the stuff in the background, I didn't have the courage nor realized she was interested. By time the time I did, she was back with her ex and in an unhappy, dysfunctional relationship. They had been on/off for about 5 years at this point.
Around this time, I had my first full fledged anxiety attack while driving. I thought I was going to die: I was lightheaded, dizzy and my extremities felt numb. Was driving on the highway, this ruined driving for me to some degree and hasn't been the same since. I've loved cars and the idea of driving since I was a little kid.
The same thing happened again, I was the other guy in a relationship. I told her that screwing around was okay but no sex because I couldn't live with the moral implications. This was on/off for about a year. I got sick of it and told her if we wanted to go further, that she should break up. She agreed to give it some thought, I was so certain she was going to do it...and she didn't.  At a point in my life where I was extremely emotionally vulnerable, it shattered me. I started to question things along the lines of """"Why can't I get a relationship, I'm 23. What is wrong with me? Am I broken?"""" and then in my mind, I questioned my sexuality and if I was gay. My mind seemingly locked onto the question, despite it being farfetched. I can't say I questioned my sexuality from the first time I jerked off up to that moment. My mind went berserk and fully obsessive. I felt even more so broken, hazy. My mind was locked onto the concept of being gay but internally, it didn't resonate or feel right. I went into a panic for about a week. Fortunately, it was spring break so I spent the week in bed, staring at ceiling, feeling lost, silently crying and lacking control of a runaway mind. My brain pretty much went on autocomplete about being gay. Something completely irrelevant would have something gay attached to it. Intrusive thoughts started coming up and I started having mental compulsions that are commonly associated from what I've looked up on the internet. Still happens to this day but it waxes and wanes, some days are good and others not so much. I can't say I find men sexually arousing. I can appreciate that a man is good looking but in my mind, it tags such a thought as gay unconsciously, without any control. I tend to masturbate a lot, out of boredom and as stress relief. Given my wandering mind and ADHD, if the name of a man pops into my head for not even a second, I lose all arousal and just feeds back. I know I should kick the habit though. Additionally, in the influx of all the LGBT media in the spotlight lately, it adds more doubt because many articles pop up along the lines of """"I'm happy because of (lifestyle change)"""" so my mind processes it as a """"if this, then..."""" situation despite the fact that the thought of it internally doesn't seem right. 
On top of it, my mind is very obsessive. I find this to be what I call a """"mode"""" because my mind seems to engulf itself with these thoughts and they morph. One """"mode"""" of obsession is losing my job, another is hitting somebody with a car. All of which have had some situation that spurred the thought and it spiralled out and consumed my mind. That being said, this week at work, an incident caused a spike and my mind has been running through several of these modes. I've had anxiety attacks for the past four days, an immense difficulty getting out of bed and felt like crying to sleep out of frustration. I've taken two days off work which is a huge turn from my usual ~50-60 hour work week. Despite seeing a therapist for a year and a half, that's been stewing internally for two or more years. My therapy sessions tend to veer more on the side of my family and work issues but my therapist has suggested a consultation with the resident psychiatrist. Writing this rant has relaxed me somewhat though, along with the comfort that my current dog brings me. So I ask this, am I going crazy? It sure feels like it. What can I do so I can be normal again?","['flatulence', 'dizziness', 'fear', 'depression', 'interest', 'Intrusive thoughts', 'compulsion', 'obsession', 'writing', 'anxiety', 'anxiety', 'process', 'Thought']",1,1,1,1,1,1
"Someone I spoke to with intrusive thoughts described it as this last week and it feels quite a fitting description, particularly with my intrusive thoughts.
Sometimes they’re images but sometimes they’re things you shouldn’t think but your brain just pops them out and after you think ‘wait what? I don’t think that at all’.
example - story in the paper about a parent who’s concerned his 14 year old child was abducted by a sex trafficking gang. Thought just springs into my head ‘I wonder what they did to him’ in a horrible voice and I immediately worry where that came from. 
Its like your brain thinks of the most horrible thing to say, just to scare you.","['Thought', 'Intrusive thoughts']",0,1,0,1,0,1
"I did something I shouldn’t have and visited a paraphilias forum, where I discovered some pedophiles feel depressed, suicidal and even ashamed for their thoughts. So, this describes me. Am I a pedophile then? Given that in many occasions I ended up thinking I liked the thoughts I brought up in order to test myself, maybe I am. I thought pedophilia was something that is developed in early teen years, and if you’re a pedophile, you know that you are one but when do they know? What if I’m discovering it now? I’ve just turned 18 and came out as bisexual last year, being really proud of it, even though I had some doubts about it, I didn’t ruminate, neither I did compulsions about it, had no anxiety attacks, intrusive thoughts, no checking... I was simply confused but as I was undeniably attracted to this girl my age, it was obvious and I ended up accepting it and being proud. I’ve never been attracted to younger people, so what’s going on with me? Am I in denial?","['site', 'Suicidal', 'shame', 'compulsion', 'anxiety', 'anxiety', 'Intrusive thoughts', 'checking', 'Thought']",1,1,1,1,1,1
"Okay, so I'm having a bad day.
I have my friend round, and shes leaving in about 45 minutes.
The thing is, is I have this routine, which is to do with my OCD.. I think, and has won everyday for the past god knows how long. I've just gotten used to doing it. And it usually starts at 4:07pm. It's now 5:23pm and I'm freaking out, my OCD is worse in the evening, and I'm going crazy. I'm getting the intrusive thoughts, everything. Doing little rituals more. And am nearly in tears. I don't know how to control my thoughts because I'm so mixed up today. I need to have my family in the house while I do this routine of things too. And I can't tell my friend to leave because thats just rude, and plus the OCD is winning more then.
I just don't know what to do. I'm sat upstairs, with my friend downstairs, and freaking out.
It was only the other day that I was thinking so positively.. And now this. Grr.
Edited July 5, 2008 by Guest","['Intrusive thoughts', 'Rituals', 'Thought', 'OCD']",0,1,0,1,1,1
"You'd think if the stats are true and 1 in 50 people have OCD, that in every region of our country there would be numerous groups offering support. Why is it in the whole of Dorset I can only find a single group of only a few people who regularly meet? And whilst this one group is great, no-one actually talks about their obsessions in any specific way. Therefore I don't talk about mine either. Isn't the whole point of a support group to be really open about it? Anyone know of a group in Dorset, Bournemouth side?","['OCD', 'obsession']",0,1,0,1,0,0
"I'm annoyed with myself because: on Friday it was my birthday, and I had a really good night with my family. This carried on through Saturday, until last night I was reading the Four Steps by Dr Jeffrey Schwartz and decided to apply them then and there (I get rapid fire intrusive thoughts and subsequent compulsions that I'm constantly fighting). This resulted in a lot of 'unsolved problems' in my head, and I went to sleep anxious.
I'm now lay in bed, too tired to do anything but too agitated to relax, and I'm gutted I didn't just ride the wave of positivity until it ran out. I understand there's no perfect time to start fighting back, and the whole point of ERP is to expose yourself to anxiety, but I could have done with a couple days of feeling alright. I lose focus when I'm anxious, and find it difficult to apply the techniques I learned in CBT, so I feel like this whole exercise was for nothing.
I know this feeling is pretty common, but I just needed to rant and occupy my mind a little. Thanks for reading.","['Intrusive thoughts', 'Thought', 'compulsion', 'anxiety', 'anxiety']",1,1,1,1,1,1
"I have been suffering from OCD about my sexuality for the last year. It has been a tough year and I didn't want to treat it as OCD because I was afraid that I was repressing a part of me. Last week I decided I can't go on like this. Something needed to change. I refocused and redefined my obsessions as OCD. This is what they are. I may be a little bi but the way my mind treats it is definitely OCD. I know it is unrealistic and I know I can treat the way of thinking to be better. 
I won't lie the last week has been tough but after 5 days I have made a lot of progress. My find is focused on these worries all my waking hours but now I am on the way to developing a certainty I my mind. I am straight. I have a girlfriend. I have OCD. Relabeling these constant thoughts has given me clarity. I am not hiding anything from the world. I am not living a lie. I am a man who is on the way back to leading a happy and healthy life.
I have a long way to go but I can feel my mind turning. I have been meditating aswell which I have found very useful. When meditating I face situations that I fear. Doing this with a clear mind allows to me to access my true feelings. It gives me strength. With this and the help of people on board I hope my journey continues on this path.","['obsession', 'Thought', 'fear', 'hope', 'OCD']",0,1,0,1,0,1
"Hi -
So I haven't been on here since December since I was recovering. I've been on prozac since I was 18 (now 24) for depression but I was diagnosed with OCD in January. My psych bumped me up to a higher dosage of prozac - 80mg - which was doing a great job. But I wanted to go off of it because it was making me gain weight and now I'm freaking out!! My OCD revolves around cheating like some of you know...and my most recent """"obsession"""" (I put quotes around it cuz i question whether its an obsession or if its real) is that... well let me start from the beginning. I went to my fiancé's friends place and we all had a few drinks and played card games and such. I was with my fiance the whole time except for when I went to the bathroom. I remember everything from the night despite the alcohol in my system. We came home and continued drinking (just me and my fiance) and I eventually blacked out. I ended up having a dream about cheating on my partner with someone that I had seen earlier that night (well not really cheating just taking the guys hands and placing them in an odd place). But it's just that image in my head nothing else. I don't really remember waking up from it to realize it was a dream, I think I stirred but then went right back to sleep (i dont even remember)...I keep thinking what if it wasn't a dream what if it actually happened? My fiance keeps telling me he was with me the whole time and nothing happened but I think about the dream/image all day and it's driving me nuts! I always question whether I really have OCD or not and if the doc just diagnosed me to make me feel better and everything is true and real??? I have an appt with my psych tomorrow and I think I am going to have him write me a script for Zoloft...apparently it is an SSRI that doesn't cause weight gain. SSRI's are the only thing that seem to help me to accept uncertainty, but the thing that bothers me is I've never been able to say yes or no to the thoughts...but when I'm on the medication I'm kind of just like eh whatever and then the thought goes away. When I'm not I have crying spells and can't concentrate and just obsess and cry all day in the bathroom at work and also I get really bad separation anxiety from my fiance. Anyway I'm kind of just rambling just wanted to vent. Hope everyone is doing okay.","['depression', 'weight gain', 'Medication', 'anxiety', 'anxiety', 'hope', 'obsession', 'bathroom', 'Thought', 'OCD']",0,1,0,1,0,1
"Hi, 
First, I hope everyone managed to have some joy and happiness this Christmas, especially those who are struggling a lot at the moment. 
Second, this post is going to be weird so I apologise.
Today I realised something very important. I realised that I actually am a bad person. When I look around I see normal and kind people; when I look at myself I see something disguting and weird (but not in a good way). This sounds silly but I received lots of presents today (I've never received so many before) and I felt so guilty. I don't deserve good things or people in my life. 
Besides the fears of being attracted to children and being an abuser, I realised that I have so many other small obsessions. And they are absolutely disgusting. Take today for example. While having a nap with my boyfriend I had the feeling that I raped him by touching him in a weird way (by accident) and not doing anything about it for 30 seconds or so. While playing with my boyfriend's sister's cats I felt some sort of sick joy; I don't know if that was because I thought they were cute or because of something else. And these are only two examples, but there are so, so, so many other things that make me feel like a deviant and monster. My brain and body are so repugnant because they are the house of some of the most abnormal thoughts and feelings about the most normal things in the world, which automatically makes me a monster. And things would probably be easier if I were sure I didn't like all these feelings and thoughts, but here is the thing: I'm not sure. On the contrary, I think I do like and enjoy them, and I'm just too scared to accept it hence pretend to be scared, anxious and worried about it.
I think there is something seriously wrong with me. I'm a terrible person and I can feel it - I know this sounds weird but I can actually feel it. And because of that I don't want to be alive anymore, I really don't. For some reason I know I won't be able to survive like this for more than 10 (or even 5) years. I will never be happy with myslef; I'm way too rotten and evil inside for that to happen. 
Again, I apologise. I know this is not the post you would like to see during this festive period.","['hope', 'happiness', 'guilt', 'fear', 'obsession', 'disgust', 'joy', 'Thought']",0,1,0,1,0,1
"Hello everyone. I could really use your help right now in identifying whether this is another OCD obsession or just my mind being corrupt
I hav suffered before with OCD obsessions about harming my family and it was the worst experience of my life. I did get treatment in the form of CBT and this helped. However, after my A level exams (which were STRESSFULL) my OCD has returned and now I obsess over harm, inappropriately touching people etc.
Apart from this, a new obsession has come. Whenever I see any young child laughing or playing or just sitting (usually my 8 year old cousin who visits us) I start to have intrusive thought about negative experiences in my own childhood. My father was an alcoholic which left me with very panicky experiences. I get really distressed by thesehorrible reminders and I do cry.
As a result, I avoid playing with my cousin at all costs so don't have to dwell on my own childhood and feel depressed. However, just seeing my cousin once brings these horrible memories which are followed by on-going thoughts in my mind that tell me
'I'm hopeless due to my childhood', 'I will never amount to anything' and 'My childhood made me this way'.
Please help me. I need to know if this is another OCD obsession so I can find some peace of mind and know its not me being a bitter and twisted idiot.
So is this OCD???","['Treatment', 'hope', 'Thought', 'obsession', 'OCD']",0,1,0,1,0,1
"So I've been doing better with my harm intrusive thoughts but it feels like I'm falling down again . I got to the point where I realised it wasn't me thinking the things and that they were lies . Now once again I'm starting to believe them and think """" I'm going to ..."""" It feels so real and like Ill just do it at any moment . They mostly revolve around my mom and cat . Something says """" your going to do this to her or that .."""" I can't even think about my mom without getting a gut wrenching feeling . I just basically have it pounded in my mind that ill do it . I also get blasphemous thoughts and even when she hugs me I think just mean things . I love my mom but its so hard to feel as much love or enjoy time with her now . I'm so tired of this . I saw a phychiatrist yesterday and he wasn't helpful . I waited a month to see him and he just NOW decided to sign me up for therapy which will take forever . I feel helpless. They say its fear but how could fear make you feel like you would do these horrible things or that you may even want to ????? I really have no hope","['Intrusive thoughts', 'fall', 'joy', 'hope', 'Thought', 'fear']",0,1,0,1,0,1
"Most of the healthcare professionals that you see about ocd..have never experienced it.... How can someone truly take advice someone on fighting and defeating a demon....If the person giving advice has never battled on in the first place. Understand this... the mind.. is a mechanism... it is a tool.... it is not something to be identified with.... any labels the mind gives on your being.. will be false.... because you are flowing and ever changing. The mind poisons the heart if the mind is the master and the heart is the slave... to reverse this dissonace is the key to defeating OCD. Its all about acceptance of yourself and your emotions/heart/inner intuiton..... beacase i bet you ANYTHING... your deep intuition does NOT agree with ocd delusions....Its it because you are giving all the power to your mind.. and not to your nature... The problem lies here... we are tooooo neurotic and in the HEAD that weve lost our bodys intelligence... each time we feed this demon.. it eats at us. Step 1 is to do a cartharis... HEAVY chaotic breating.. through the nose.. in. out.. in. out.. forcefully.... second... you must breathe DEEP into the belly... the reason that weve become so detached from our true.. happy.. nature.. it because weve been disconnected from the sensitivity of the body.. and the intelligence of ones heart. Let out all youve been holding in, and do not JUDGE it... let your emotions go... do this in a space where its just you alone.... cause thigns could get a little intense.... this will help bring you back into the body..and soul. Wise man oen said... the reason you are DEPRESSED... is cause you are not EXPRESSING. Express... throw it all out... forget about """"being good"""". The concepts of good and bad has gotta people twisted. Once the love starts arising in your heart.. from non-judgement on ones self... You will naturally become a loving person, or """"good"""" so to speak... but i dont like using that word... there is no GOOD and BAD...or EVIL... There are people who trust from within.. and there are people who fall victim to the DEMON(ocd).. and let it dictate what they should do. The RIVER OF LIFE that flows there is a FIRE inside you..... a FIRE.... there is BEAUTY.. inside you!!! Close your eyes... jus let it go.. its okay to flow in the .You must build that courage... i know its hard sometimes.... but breathing exersices will help.. If you want more information on the excerises.. let me know!!!!!! Trust is key.... Im Reminded of a Song... called insanitys cresendo... the lines goes """"unlearn and the cleansing comes""""..... Now i have that demon called ocd on puppet strings, turned the tables. The other key is just to Watch... remaif aloof and watch these intrusive thoughts from a distance.","['fall', 'Intrusive thoughts', 'Thought', 'OCD']",0,1,0,1,0,1
"So I've been dealing with harm intrusive thoughts since I was going through a miscarriage about 6 months ago . They mostly revolve around my mom all day .. But I get them about others too . I've noticed I only get them about people that are weaker than me . Like one night I was having horrible intrusive thoughts about my mom but it gave me peace of mind knowing my step dad was in there so I knew if I tried anything he could stop me . I've always been a VERY compassionate person and still am but these thoughts make it hard to see the true me. Does it mean I'm crazy since my thoughts go after kids, dad that was in hospital , my grandpa , ect ect people that are weaker than me????? I hate this I just want to figure out why I'm having the thoughts and be able to get rid of them!!!","['miscarriage', 'compassion', 'Thought', 'Intrusive thoughts']",0,1,0,1,0,1
"My intrusive thoughts are never nice, at all. But tonight they are horrific. It’s telling me that it knows I risked several minutes of my life saying no to it and by heck is it letting me know that.
I can’t settle or sleep because it is telling me there’s someone in the loft waiting to murder me when I sleep. It’s telling me a family member is gonna get really sick. It’s telling me my dogs will escape and get hit by a car. It’s telling me that I’ll fall unconscious in the bath and drown. I’ll get stabbed at the shop. I’ll watch someone be beheaded. All because I came down the first three steps of my staircase without going back up.
See every time I’m suckered in where I believe it hasn’t noticed and it’s let this one slide. How stupid of me. It does notice, it just bides its time…. waiting for me to relax and not think of it and then BAM. There it is. Harassing me again, torturing me with horrible thoughts and then when I try not listen it shows me some of them. I know it is nonce and unrealistic but can not manage them. ","['Intrusive thoughts', 'fall', 'Thought']",0,1,0,1,0,1
"Hi, 
Hope everyone is doing okay! Haven’t posted on here in a while, and to be honest, I’m not really bothered if anyone replies to this or not. I just feel like I’ve been internalising all my emotions recently and I really, really need to let them all out. 
I know in my other posts I’ve said that I have suspected that I have OCD, but I’ve never been formally diagnosed, as my parents are reluctant to take me to get formally diagnosed, as they blame it on me being “hormonal” (I’m only 16 so I don’t think I can go to a professional without parental permission??). But lately, I’m not even sure if it’s OCD anymore. Since about May I’ve been terrified of committing suicide. However, at first it focused mainly on actually doing so, whereas now I feel like I’m just obsessed with my mental health. I feel like what I’m now scared of having depression, or even just being sad, but I feel like I’ve almost convinced myself that I could have depression, and that I’m miserable all the time. Therefore, I’m constantly trying to prove to myself that I’m happy, or I’m trying to improve my mental health. I keep trying stuff like attempting to fix my sleeping schedule, or meditating, etc, in an attempt to make myself happy, but I always fail, and give up-I think because I have convinced myself that I am miserable. 
However, I go through periods of about several days - a week of being miserable, and having no motivation, and not really wanting to do anything. During these periods, anything I see I will think of as sad, if that makes sense. I also occasionally typing that I might want to die when this happens, but I’m not sure if that’s the intrusive thoughts. Then, I suddenly have like, a few hours or maybe a day where I’m so motivated and I’m ridiculously happy, and I think that life is amazing. Everything I see I’ll think is amazing. Maybe that’s just normal teenage mood swings but I’m not really sure😂. 
Also, I still constantly touch wood superstitiously. Except, before it was mainly to do with either being sick, or suicide. Now, it still focuses mainly on those, but literally anything bad that I hear I’ll go “I hope that doesn’t happen to me, touch wood”. Like the other day, I was reading, and in the book the main character had cancer, so I was touching wood over and over again, hoping it didn’t happen to me. And then, sometimes I do it for no particular reason. There’s a wooden shelf above my bed, so sometimes when I’m lying in bed I just repetitively touch the shelf, for no reason whatsoever. 
Anyway, as for now I’m going to try to do a small amount of exercise every other day (and try and build up the amount I do) , and potentially attempt meditating again. I think that by not suddenly deciding to eat healthily, and do loads of exercise, and keep a journal, etc, I might actually stick to this resolution!
As I said earlier, I’m not expecting anyone to reply to this, but I feel a lot better for letting it all out. I’m also not sure if any of it made any sense, so sorry to whoever’s reading this!
Thank you so much, and I hope you’re well and safe.","['Intrusive thoughts', 'Thought', 'OCD', 'depression', 'hope']",0,1,0,1,0,1
"some of you may have read my post from last night about how all my OCD obsessions were just surrounding me, and how my friends just started talking about it all. Well, to add insult to injury, I had nightmares aswell. What is the point sometimes? honestly, now I feel like I am so contaminated I cant even write a letter and send it off, even though its important that I do. I'm past the point of crying, I just feel like I am in some sort of daze... I had no one else to talk to, Hannah x","['OCD', 'obsession', 'talking']",0,1,0,1,0,1
I got angry in my head yesterday and pictured myself really shouting at a child. I was frustrated at their day dreaming in the classroom anf lack of concentration as it was wasting my time. Now I feel awful :-( I didnt show my anger but I tend to get horrible thoughts or images if I get angry..im not sure if this intrusive thoughts or not as my emotions sometimes trigger them. Please help. I feel really terrible :-(,"['wasting', 'anger', 'Intrusive thoughts', 'Thought']",0,1,0,1,0,1
"I suffered a concussion two months ago and it has caused a resurfacing of my OCD. I've had some success in the past dealing with OCD and have a pretty good understanding of how to combat it using CBT techniques.
However, some new obsessions have arisen as a result of the head injury that lead me to perform mental checking rituals.
In the past, most of my compulsive behaviours have been physical or at least active. In other words, if there was a mental component it usually involved me actively doing something intentionally. My new obsession relates to worries about banging my head. Although I'm attempting to avoid doing any physical or intentional rituals, I find myself engaging in mental checking almost passively or automatically. For example: I might try to remember how close my head was to the wall or how hard I touched my head with my hand. I'm attempting to avoid doing this on purpose but I find the mental checking happening without intention.
I was wondering if anybody had any thoughts or advice on how to deal with this kind of checking. My intuition is to not worry when those thoughts come but to simply disengage with them. Any feedback would be appreciated.","['Compulsive behavior', 'OCD', 'obsession', 'Rituals', 'Thought', 'checking']",1,1,1,1,1,1
"Hi I know that only gp can prescribe my medication and that everyone reacts diffrently.I have a problem.I explained to gp yesterday about my symptoms increasing or that I have more insight that I have wide range of symptoms not just suicidal intrusive thoughts ,images etc.
The gp prescribed 40mg of prozac instead of 20mg that Im taking and it totally wiped me out yestarday and a lot of today.I have had a constant sore head and feeling of being oversedated.I cut back down to the 20mg today as no way can I work feeling like this.Has anyone else experienced this.hugs very tired Tink xxx","['Medication', 'Suicidal', 'Intrusive thoughts', 'Thought', 'symptom']",0,1,0,1,0,1
