post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp,agreed_obsession_label,agreed_compulsion_label
hi everyone much much better day feel made really good progress title suggests seem get dragged back every often feel anywhere near back square one pray never feel control hate way get pulled back time time thing personal life going really well happy say sudden least expect get flash mind saying forget done heart sink much good push away carry ultimately feel like massive fraud still get terribly anxious hear police car still constantly check friend still friend anything soul destroying know x edited february 18 2020 saz,[],1,1,0,1,1,0.0,[],[],,,1,1
know like 95percent thr doubt still annoying 5 percent scared ocd newest fear know even explain word thought normally get sometimes feel real sometimes time felt real felt different instantly caused panic feel different turned fell wrong state mind thought ill get anxiety thought aswell get anxious feeling fear feeling even describe feeling sooooo confusing,"['OCD', 'anxiety', 'anxiety', 'fear', 'Thought']",1,0,1,0,0,0.0,['thought'],"['anxiety', 'ocd', 'thought', 'fear']",,,0,0
3 week prozac feeling pretty good touch wood relapsed automatically assumed could beat power alone citalopram 5 year prior coming feel like year genuinely happier made progress last week last 6 month hope keep onwards upwards edited april 20 2014 ocdelighted,"['hope', 'OCD']",0,0,1,0,0,1.0,[],"['hope', 'ocd']",,,0,0
seems helping bit,[],0,0,1,0,0,0.0,[],[],,,0,0
ocd harming kid sexually always conscious wear bag walking crowd case brush kid groin etc one time train saw kid crowd train empty approached like started feeling mischievous starting thinking going purposely brush bag genitals cause move carried walking towards kid bag right side level kid groin remember pulled bag time year ago remember thinking time worry shrink told using bag molesting crime incident one train sparked ocd read still sexual offense whether use hand another part body object touch worried sick even though evidence suggest actually made movement even bag actually made contact kid bit ocd saying maybe child molester saying evidence wondered anyone episode though feel mscheivous naughty almost intent acting something bad ta x,"['object', 'OCD']",0,0,0,0,0,0.0,['hand'],"['ocd', 'hand', 'object']",,,0,0
hi jake 16 year old past three year ocd kept getting worse worse worst ever summer told get rid somehow make many simple task completly random hard wrong get horrible thought head really know saying go redo task till done right come point tonight told need get rid next ten day letting ocd get way going ignore urge one ocd related task let ocd get starting back day one wanted share people complete secret long wish luck jake,"['Thought', 'urge', 'OCD']",0,0,0,0,0,0.0,['thought'],"['ocd', 'thought', 'urge']",,,0,0
woke quarter hour ago tossing turning 2 thought 1 going fall head 2 electricity discharging head causing tinnitus nightmare anxiety became unbearable scared even go back bedroom argh,"['Thought', 'fall', 'tinnitus', 'anxiety', 'anxiety', 'bedroom']",0,0,0,0,0,0.0,['thought'],"['tinnitus', 'fall', 'thought', 'anxiety', 'bedroom']",,,0,0
hey pysch introduced allowed think challenge ocd thought 30 min boundry selected point day time get thought disregard wait untill 30 min slot any1 else tried method luck cheer,"['OCD', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'thought']",,,0,0
hi guy hope find well 30 week pregnant know ho wi got far bit hard time moment still 20mg fluroxatine seems keeping worst bay problem moment seems go one extreme another one minute tear feel baby moving think passed away going still birth terrifies want baby much causing much distress side whole thing whenever baby kick get thought head oh even want say making cry get thought head like irritating go cold thought come head scared feel thinking think feel maybe choose stay around hard heart breaking want like normal happy mommy get thought scare hell anyone got ten week left worry driving mad love baby much feel blessed thought baby moving irritates terrible please please someone let know anyone come end healthy baby want thought stillbirth still terrifies point feel like puking scariness hard xxxx,"['hope', 'stillbirth', 'Thought']",1,1,1,0,0,0.0,['thought'],"['hope', 'stillbirth', 'thought']",,,1,0
hi guy feeling wee tad worried everything life slept since 4pm yesterday medication prozac amatriptyline codydramol milk boring book lavender etc even forty wink lol function better thing say hate many day worry son need someone snap someone please big hug tink hug,['Medication'],0,0,1,0,0,0.0,[],['medication'],,,0,0
hi first time posting guess boat ocd anxiety decade say least frustrating always get worse lot going highly stressed latest trigger birth son 8 month ago ever since ocd nightmare could probably cope feeling dizzy pretty much day every day like head moving back forward never passed ut huge fear one day might go much anymore work hard manage therapist say dizziness probably nervous system overworked probably true still scare hell working accepting dizziness hard every know brief 30 minute feel soon realise like mind go wooah hang minute feel right go feeling dizzy edgy thing help something engaging feel soon activity film etc take sertralene think help bit take 50mg morning night doc suggesting upping dosage scary make feel worse worried may able function work,"['anxiety', 'anxiety', 'fear', 'Activity', 'OCD', 'dizziness']",0,0,0,0,0,0.0,['scary'],"['ocd', 'fear', 'activity', 'scary', 'anxiety', 'dizziness']",,,0,0
hi everyone unsure see counceller every feel though need see 100mg sertraline wondering upped dose 200mg obv consultin doctor first would help would fine carry seeing counceller twice month,[],0,0,1,0,0,0.0,[],[],,,0,0
hi everyone posted currently 35 week pregnant first baby due totally taken medication fluoxetine found pregnant three month pregnant huge ocd relapse coping well becoming pregnant feel trapped hell pocd switch time time always come back perinatal psychiatric team nurse come see every week old cbt therapist would pick treatment untill baby 6months old getting slowly worse week perinatal nurse told take 25mg imipramine morning really want take anything going would mentally exhausted take care baby face birth want go upto 25mg two time day say treatment dose lower back 25mg he born taking 25mg bring take second dose feel like hurting hit rock bottom stop cry thought groinal response anxiety hormone pulling piece talk anyone phone without bursting tear get bed day due low mood really feel helpless frightened take second tablet feel like hurting baby anyone experience imipramine,"['Medication', 'Thought', 'anxiety', 'anxiety', 'OCD', 'Treatment']",1,1,1,0,0,0.0,['thought'],"['ocd', 'medication', 'treatment', 'thought', 'anxiety']",,,1,0
first post even know website existed feel like know go next struggled ocd last 24 year since teenager sure aware amount wasted time expense committed crippling disorder fluoxetine time time currently due pregnant tolerant supportive husband two wonderful son already good job nice home outside world everything could wish although behind deep pit stomach feel sick much worry anxiety worry one thing one two week pas worry something completely different thinking time last thing worried bad thought time current thing much worse never ending cycle feel time beat spent much time effort trying protect family home time anxiety grabbed hold let go put scenario place everything contaminated impossible effort involved fix thing time performing decontamination routine anybody know pregnant make ocd worse happen two pregnancy feel worse time thought gotten 90 ocd ritual time last year feeling good thing odd wobble checking procedure minimal comparison anybody ever overcome desperate place sorry long really could go,"['outside', 'Rituals', 'feeling good', 'wobble', 'checking', 'anxiety', 'anxiety', 'Thought', 'OCD', 'site']",0,0,0,0,0,0.0,"['ritual', 'thought']","['wobble', 'rituals', 'ocd', 'outside', 'checking', 'site', 'thought', 'anxiety', 'ritual', 'feeling good']",,,0,0
39th year ocd done take away ability make decision used someone grasp normality good friend school went university worked fun ocd strong could function spent time priory really found ocd spent time day hospital far orlanzapine zopiclone seroxat anafranil sertraline tamazepam effexor name none really worked worst time nothing job last 7 year 7 year tried keep busy project like none made money designed large modular cycle shed school tried start exhaust business supply demand saying sat as live parent gf come back weekend ocd overflow go one point despair next answer jobcentre sent place help people basic literacy numeracy ffs university need time get confidence go place teach gcse help people domestic violence drug understand ocd anyone else experience treated right jobcentre new incapacity benefit want work want tell ready push scarey work programme tick one box point see contamination everything reluctant go go feel false worry right gf every morning feel low ocd worry like playing card mind get feel bit better cbt say cbt cbt know nh cbt mean end nh stats patient,"['despair', 'OCD']",0,0,0,0,0,0.0,[],"['despair', 'ocd']",,,0,0
first update want say thank specific forum user without naming name except caramoole support since made decision start tranquilliser withdrawal program tuesday 3mg day 40mg valium april last year need cut 2mg half journey lot adversity occasional blip generally stayed commitment help forum user wife gp amazing thank friend phil,[],0,0,0,0,0,0.0,[],[],,,0,0
hi went see therapist cbt last year ended abruptly due therapist basically time added little bit onto ritual bad asked gp refer guy seen today 3rd time trying get back therapy ended last year nailed ritual head feeling confident getting somewhere seen two week ago going work shortening couple bathroom ritual due period pain last week heavy today headache dizziness etc usual stuff saw today explained last week partner car felt floaty kind feeling made panic head almost like grounded felt like completely control know control thing drive get bored long journey like read take eye road either get bit fidgety bored brain start run away also talked fact eat rubbish like chocolate large quantity feel like hangover following morning start self talk running self talk never lose weight look fat might well keep eating load rubbish anyway etc etc said could also boredom thing routine meaning get late day start late feel anxious really day start first thing get regular bedtime getting time way day le likely tempted eat rubbish late night organised kid happier person weight make small change join slimming world club kid go back school start buy healthier food slowly start eating way le shock system plus feel control instead saying well got 3 week join might well eat load rubbish meantime also said ocd like many thing way dealing anxiety way getting attention though start took wrong way thought meaning basically sitting want attention ocd way getting got upset co thinking mean made like child tantrum really ocd explained partner said like many thing mental health problem body mind way telling u something wrong way getting attention make sense anyone else thought went today one sense guy approach tell thing even though may want hear he putting straight way feel like pussy footing around making see take anyway thanks reading sorry long one load say make sense tracy x,"['bathroom', 'dizziness', 'Food', 'shock', 'Thought', 'Rituals', 'OCD']",1,1,1,0,0,0.0,"['ritual', 'thought']","['rituals', 'food', 'ocd', 'ritual', 'shock', 'thought', 'bathroom', 'dizziness']",,,1,0
need company dark hour company talk much hopefully satisfied never pet saw descriptio syrian hampster life alone sleep lot territorial done need name scarcastic self told name ocd cruel,"['hope', 'OCD']",0,0,0,0,0,1.0,[],"['hope', 'ocd']",,,0,0
using 4 step plan lot success recently however one problem know whcih thought ocd however unreal thought thought based something real telling ocd although help quite enough example think silly something done past ocd would think ok mistake big deal think yes ocd making feel bad still range one two biggish regret thing done mild silly thing know ocd still grrrrrrr advice would much appreciated thanks everyone tex,"['regret', 'Thought', 'OCD']",1,1,1,0,0,0.0,['thought'],"['ocd', 'regret', 'thought']",,,1,0
recently downloaded book brainlock recommended forum going try 4 step self help technique wondering anyone else used technique worked difficult long take start seeing result really hoping work paid much money private therapy year little effect,[],0,0,0,0,0,0.0,[],[],,,0,0
hi guy hear lot website 4 step step know,['site'],0,0,1,0,0,0.0,[],['site'],,,0,0
letting know embarking first real persistent sustained effort work 4 step keep posted huge love support gx,[],0,0,0,0,0,0.0,[],[],,,0,0
hi live germany suffering ocd many year 43 think got ocd since 6 year ocd topic changed say certain problem slot brain always occupied one two issue get replaced one old issue almost concern anymore never free actually specific therapy address ocd recently came across 4 step method jeffery schwartz german translation receive many good comment though consider methode interesting trying implement daily life would like know anybody forum using used method experience kakop,"['interest', 'OCD']",0,0,0,0,0,0.0,[],"['interest', 'ocd']",,,0,0
hello going brain lock refreshing 4 step got lazy honest understand relabel reattribute step fine get stuck refocus step kind refocusing worried pushing thought away suddenly thinking ill ill think refocusing thought intrude never know whether start step 1 carry refocusing,['Thought'],0,0,0,0,0,0.0,['thought'],['thought'],,,0,0
hi feeling bit failure really welll week became overwelmed obsessive thought thought something innapropriate child slept bed could remember never know stupid causing bad anxiety feel going mad resisted last week ruminated yesterday gripped 4 step thought seems intense much stronger 4 step normal resist debating trying rationalise thought relabel reattribute instead refocus first anxiety sky rocket thought becomes even intense done 4 step success ocd calmed qucikly seems much intense sorry keep posting self consumed right god awful zee edited may 26 2012 zee,"['OCD', 'anxiety', 'anxiety', 'Thought']",1,1,0,0,0,0.0,"['obsessive', 'obsessive thought', 'thought']","['ocd', 'obsessive', 'obsessive thought', 'thought', 'anxiety']",,1.0,1,0
hi aplying 4 step treatment seems helpful technique used question intrusive violent thought towards towards others get natural response would try assure never happen work really 100 shure thought keeping cycle continue probably mental compuslive reaction thought stop knowing thought ocd thought caused wrong brain function important refocuse another activity even thoe thought still way changig response ocd thought brain chemestry eventually cheange back normal well see understanding right something wrong tnx reply,"['Treatment', 'Activity', 'OCD', 'Thought']",1,1,1,1,1,1.0,"['thought', 'intrusive', 'violent thought']","['ocd', 'activity', ‘intrusive violent thought', 'treatment']",,1.0,1,1
hi wondering 4 step seen mentioned exactly followed thanks much,[],0,0,1,0,0,0.0,[],[],,,0,0
reading schwartz brain lock introduction say case study really worrtied x z could worried something ridiculous ocd manifestation appear real purported expert understand,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
increased dose 30mg lexapro almost two month dose work ocd purpose increasing 40mg psychiatrist think 40mg safe ecg twice since starting 30mg dose okay regular ecg would safe take 40mg thanks response,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
increased med 40mg noticed weight loss slowed feel maybe cut tab loose weigh quicker med helped ocd though xxx,"['weight loss', 'OCD']",0,0,0,0,0,0.0,[],"['ocd', 'weight loss']",,,0,0
wondering curable could ocd someone 47 year old know much bear always anxious child became extremely religious panic attack regarding hungarian cruise ship 18 year ago time began thinking would become major town president risperidone 6 year last year got diagnosed bipolar disorder person father ruminates endlessly prays often distracts church religious television painting saint watercolor wood could possibly know bipolar scream ocd every sentence say,['OCD'],0,0,1,0,0,0.0,[],['ocd'],,,0,0
sleep past 4am feel like loosing mind matter late stay many drug take started taking clomipramine night would sedate dy work tried herbal nytol worked last night sheer desperation took one travel sickness pill usually make like zombie work damn 4am take anymore stage lack sleep affecting life much ocd going month dr really reluctant prescribe medication go ask something halp sleep say think want one night sleep much ask,"['OCD', 'Medication']",0,0,0,0,0,0.0,[],"['ocd', 'medication']",,,0,0
kid rang tonight asked wanted play 5 side football willingly agreed week finally got health kick mode walking mile day kicked 9 pm played hour ok game decided start running took get mark term scoring first goal nifty little combination control swift turn good shot curling ball round keeper land far corner rattled post screamer volley came close riise style left footed missile either hit post saved finally getting head behind deep cross beating keeper wit headed goal game however get aggressive tackle ocd behind every single one saying trying foul order cause serious damage even death opponent guilt play mind eventually able brush lad tripped brother sent tumbling fire one see red waited lad get ball chance came two footed tackle oops going feel guilty stuff felt guilty kind daft suppose surely six 5 side pitch full aggressive passion fueled scouser one flying tackle would normally see derby day manc,"['OCD', 'guilt']",0,0,0,0,0,0.0,[],"['ocd', 'guilt']",,,0,0
hi guy found something think really true relelvent thought id share guy right need get angry wrong right get angry patience family love patience others respect patience self confidence never think hard past brings tear think future brings fear live moment smile brings cheer every test life make u bitter better every problem come make u break u choice whether become victim victorious search beautiful heart beautiful face beautiful thing always good good thing always beautiful,"['Thought', 'fear']",0,0,0,0,0,0.0,['thought'],"['thought', 'fear']",,,0,0
any1 tried got sum 2day 15 quid hollland barret got feelin first taking any1 else tried hope welcome alternative fluexetine paul,['hope'],0,0,0,0,0,0.0,[],['hope'],,,0,0
cbt assessment next week wondered anyone could tell involves cbt last year 6 week general anxiety though helped anxiety really specific enough apparently longer course cbt telephone assessment already open honest expect intrusive image suppose nature repeat last word whatever sentence running head time image though happens everyday moderately distressing main problem fear making mistake one greatest impact life work also know relevant discussing symptom one want tackle time worth mentioning past symptom much detail expect really nervous forgetting thing worth writing note taking think bit odd excessive,"['OCD', 'fear', 'writing', 'anxiety', 'anxiety', 'symptom']",1,0,0,1,0,0.0,"[‘Intrusive image', 'distressing', 'intrusive', 'excessive']","['ocd', 'symptom', 'fear', 'image', 'distressing', 'excessive', 'writing', 'intrusive', 'anxiety']",1.0,,0,1
one hospitalized five time one year hospitalized suicidal obsessive thought wondering,"['Suicidal', 'Thought']",1,1,1,0,0,0.0,"['obsessive', 'obsessive thought', 'thought']","['obsessive thought', 'suicidal', 'thought', 'obsessive']",,1.0,1,0
due obsessive thought suicide mental hospital five time thought kept telling would hurt try kill truth love life happy know obsessive thought constant anyone similiar experience,['Thought'],1,1,1,0,0,0.0,"['obsessive', 'obsessive thought', 'thought']","['obsessive thought', 'thought', 'obsessive']",,1.0,1,0
hi year managing ok started enjoy life due stress thought ocd returned anyone suffers pocd worry one individual also get gronal response make worry ob thought like mind trying make believe attracted young people always constant battle tell want mind come back say yes sometimes sitting image younger person second come head worry get gronal response even know happening even sexual thought making worry even want know anyone else get feel like head make thing go thought process sure head try trick,"['joy', 'process', 'OCD', 'Thought']",0,0,0,0,0,0.0,"['image', 'thought']","['ocd', 'image', 'joy', 'thought', 'process']",,,0,0
ill tell guy story see help advise support since 16 ocd child outgoing worry 16 developed 2 kind ocd one call justifiable unjustifiable head example unjustifiable ocd walking road bad thought head took step forgotten something really important really knew sure done forget would walk back exact step thought crossed mind would say head forget know forget sooner later battled ocd simply giving saw going standing spot saying something going happen change anything unjustifiable ocd making sure tv volume even number knew changed nothing managed battle ocd however beaten ocd took ocd head see justifiable example know small risk getting infection atheletes foot herpes gym equipment somebody shaved open cut touched infected area touched mouth eye example gym withought thinking touched eye ate something washing hand would small anxiety attack going contract herpes gym equipment main anxiety come get home gym spent hour researching herpes could transferred someone else gym setting order convince 100 whether thought happened consider ocd example different first one see justifiable fact chance happening may one million chance happened people could therefore happen really limit life constantly jumping shadow possible infection could get different thing happy go lucky forget risk facing go gym head seems completely got rid call unjustifiable ocd chance something bad happening justifiable worry mind get really anxious try battle head think could actually happened therefore find impossible forget also find hard see treatment could help stop thinking risk actually wish could worry thanks taking time read hopefully reply edited november 15 2010 joshclem,"['washing hands', 'Treatment', 'hope', 'anxiety', 'anxiety', 'Thought', 'OCD']",0,0,0,0,0,0.0,"['washing', 'thought', 'hand']","['ocd', 'anxiety', 'washing', 'treatment', 'thought', 'washing hands', 'hope', 'hand']",,,0,0
hi guy hope okay today boxing back get anyone luck 5ht supplement thanks rosie edited december 5 2008 guest,['hope'],0,0,0,0,0,0.0,[],['hope'],,,0,0
go want point 1 trying sell push anyone 2 telling people stop taking medication work say 5htp working absolute treat ssri get along taking bit scared going medication felt like zombie like read info 5htp thought would give go month say turned thing around know may work everyone must stress take prescribed medication also probably worth seeing gp top think bl00dy great clapping autumn xx,"['Thought', 'Medication']",0,0,0,0,0,0.0,['thought'],"['medication', 'thought']",,,0,0
good morning feeling little embarrassed drunken ramblings last night thank eveyone advice support blushing thought forfront mind make hard see real lapsed bit drunk lot wine lately know need exercie eat healthily lay wine get mental state better cbt quite sporadic really afford privately mo something hoping amd nh wait list gp anti medication althoguh supportive give dealt seince thought came full force 22 34 bascially think alcoholic aobout 4 year numb brain make te thought go away thing got better diagnosed 4 year ago could lease put name wht stated excersing heped sstate mind bit thing got bad lately bought finding internet qustion anyone tried help need something help taken week dream vivid always remeber dream mad dream wondered anyone tried good bda experience thanks mil x x x,"['Medication', 'Thought']",1,1,1,1,1,1.0,['thought'],"['medication', 'thought']",,,1,1
hi anyone tried ocd week couple day wondering anyone else tried found,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
checking ocd web came across reference avoiding getting herb due possible interaction drug may even get ocd worse however someone tried provide feedback think would useful hear edited april 9 2007 guest,"['checking', 'OCD']",1,1,1,0,0,0.0,[],"['ocd', 'checking']",,,1,0
hi wondered anyone used herb 5htp order wanted ask anyone good story thanks lawrence,[],0,0,0,0,0,0.0,[],[],,,0,0
hi read book u psychiatrist keen prescription drug used anxiety disorder admits many case prove really helpful also think sometimes natural remedy effective minus side effect nothing new sure case ocd recommends 5htp tablet know mentioned newsletter bought yesterday co offer holland barretts sure know best person talk gp intend wondering people found helpful anyone experienced side effect thank manue,"['Anxiety disorder', 'anxiety', 'anxiety', 'OCD']",0,0,0,0,0,0.0,[],"['anxiety', 'ocd', 'anxiety disorder']",,,0,0
hello people ran 5htp tablet day wait tomorrow get holland barrett anxiety level day rocketed sleep pattern taken complete turn worse sleeping way every night whilst last night back waking every hour hour annoying convinced even 5htp stuff work xx,"['anxiety', 'anxiety']",0,0,1,0,0,1.0,[],['anxiety'],,,0,0
run series collection 5km run taking place london birmingham manchester doitforcharity 5k run people age fitness level gentle 5km course jog run walk emphasis unhurried fun people expected take part raising fund hundred different charity chance join take part 25 place available join fun visit main website download registration pack contact u information sent registration pack still 2 place left british 10k london,"['OCD', 'site']",0,0,0,0,0,0.0,[],"['ocd', 'site']",,,0,0
feeling great sticking program best wish phil,[],0,0,1,0,0,0.0,[],[],,,0,0
quick backstory context diagnosed ocd 2005 6 month ago taking within first year moved clomipramime prozac seroxat paxil finally sertraline remained around 7 year long really sure working forgotten felt like even perhaps lost effectiveness anyway time working doctor gradually withdrew stopped completely 6 month ago since tough time mainly put body hoped eventually thing would sort within last week though ocd symptom really ramped even slightest thing would bothered major anxiety made doctor appointment get advice matter wondered anybody similar situation averse trying medication willing consider thing st john wort perhaps read though le convinced would help ocd something else looking cbt first diagnosed took part ocd group session helpful going ask doctor refer private therapist cbt cost would prohibitive past think something worth looking input would much appreciated thanks,"['hope', 'anxiety', 'anxiety', 'Medication', 'OCD', 'symptom']",0,0,1,0,0,0.0,[],"['ocd', 'symptom', 'medication', 'anxiety', 'hope']",,,0,0
life hospital one part another one doctor next one psychologist therapist next feel sometimes like imp roundabout like relapse get roundabout go spinning around around around faster faster bear anymore jump enjoy returning normality wait thing get bad hop back vicious cycle eye tried child therapist adult therapist cbt psychologist private nh word association people remember official title weirdest think boil never work feel go people never honest scared think worst put back hospital really really want minute imp paying session really going nowhere imp scared talk poor woman always end talking trivial thing irrelevant going life really impacting example 2 month ago fell sister spoken since caused allot strain family thing really good front moment guess never mentioned weird talk yet write let hundred people read even know well anyway made decision imp going back 6 month think total waste money told mum yet though probably hit roof hey least tried helpsmilie xx,"['joy', 'boil', 'talking']",0,0,1,0,0,1.0,[],"['talking', 'boil', 'joy']",,,0,0
seeing gp thursday plan go 6mg forum friend know scared apprehensive etc boy difference last year best wish phil,[],0,0,0,0,0,0.0,[],[],,,0,0
wonder anyone help tried searching find anything diet consists ham beef bread roll lunch turkey steak pork dinner potaotoes chip working home exercise much put lot wieght need exercise also want create nutritionally balanced varied meal plan day way shop right food plan ahead ensure get variety food meal need simple male cook,['Food'],0,0,0,0,0,0.0,[],['food'],,,0,0
7 day 7 night 1 bath 6 shower le 1 hour total time 1 bar soap used change flat opportunity kick ocd touch used tactic really want discus worked ocd history skin hand already looking 50 better normal colour red like last conference still bit wrinkled hopefully soon improve wave goodbye mr ocd,"['hope', 'OCD']",0,0,0,0,0,0.0,['hand'],"['hope', 'ocd', 'hand']",,,0,0
next week ocd awareness week even vital highlight severity impact ocd need help 7 idea 7 day ocd awareness october 2014 change cover photo week talk someone new ocd tell ocd impact life invite friend watch ocd movie great way initiate conversation ocd wear ocd initiate conversation ocd get great photo âsupporting ocd awareness weekâ placard social medium page blog ocd impact post link across social medium page contact local newspaper radio station ask interview ocd ocd awareness week suggestion sure include special ocd awareness week website created itâs brief site designed educate casual reader frame created change perception people often view ocd thatsocd â welcomed hope idea include something might want ocd awareness week together make difference one conversation time whatever decide embrace enjoy together making difference let u know get view article website download image placard use,"['hope', 'joy', 'site', 'OCD', 'social media']",0,0,0,0,0,0.0,['image'],"['ocd', 'social media', 'image', 'joy', 'site', 'hope']",,,0,0
dear friend going trough lot good day bad day depressed visited psychiatrist yesterday efexor 150mg said good swap anafranil think said day sick ate 2 piece bread vomited banana quater porridge water ate today weak keep feeling sick concantration low know keep cry like baby crybaby crybaby crybaby crybaby crybaby,['site'],0,0,0,0,0,0.0,[],['site'],,,0,0
trying hard hormone seem kicking mummy find ocd worse pregnancy ease 12 week x,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
hey everyone probibly lot people allready know heard breathing exercise breath count 7 count 11 really help calm get rid excess oxygen making alert anxious turn make symptom thought wateva even worse seeing councillor said way begin tackle bothering unless calm state face anxious become stupid actually sometimes impossbile think normal emotional brain take think nothing fight flight black white term,"['symptom', 'Thought']",0,0,0,0,0,0.0,['thought'],"['symptom', 'thought']",,,0,0
well friend fortnightly appointment great gp hour plan go 7mg despite trepidation 8mg month going another 1mg way continuing move forward best wish phil,[],0,0,0,0,0,0.0,[],[],,,0,0
hi ocd long remember differant type last 8 month awful ocd revovled around pocd bad time good time time period begun cbt med change spike weekend stop ruminating feel want go away believe amount pain illness inflicts u tired tierd feeling guilty tired feeling anxious want life back seems beat harder hit back like beating monster sorry rant feel today leigh,"['guilt', 'OCD']",1,1,0,0,0,0.0,['spike'],"['ocd', 'guilt', 'spike']",,1.0,1,0
okay 8 month ago seen girl behind checked sort speak sorry come across wrong man tell never done lying checking girl behind seen front started could clearly see age consent could wrong knew thought went head point monster awefull p want mention word throughout scare hell point questioning head felt horrible minute later life know googled legal status well known porn website feel really embarrassed talking want leave important detail way stopped watching porn okay point life would usually go porn site addicted anyway id go quiet often anyway seeing girl typed google clicked wikipedia page turned control wikipedia page information porn website reference page said child pornography heart stopped thought seeing word made current negative feeling hit higher level seeing word made feel sick point deleted search history want word anywhere around know wikipedia page seeing word time scared living hell th space half hour hour seeing girl thought horrible thought seeing word wikipedia life started change soon got back hotel phoned partner tell feeling mention girl point remember telling feel like worst worst exact world felt like something bad online described feeling cry point told silly kind got together felt little better night went bed got loo early hour came back bed thought girl saw previous day sudden rush fear anxiety panic heartbeat racing heavy breathing came never felt like thought come mind go outside end jumping cliff nearby horrendous called partner helped staying phone way forgot mention away dad weekend break going home morning kept together went doctor next day upset feeling really anxious told people close happened including employer get upset work lot told partner girl got home embarrassing felt needed give every single detail hard want miss anything ever since night living constant anxiety fear 8 month change worse constant thought something wrong internet relating back day play mind tell know nothing head say thought deleted search history time way check certain worst thing phone shop asking recover word giri saw mind taken control one id never look anything like keep telling seen something relation would sort memory surely absolutely nothing head thought seen something frustrating evidence anything like shake feeling phone child lock access stuff 18 year age whilst using phone data wifi happen outside using data gave slight relief last long repeat repeat always trying find solution nothing help reasearched much ocd relate slight relief come back people tell id never like think every hour day whenever something happy happens like big black cloud come tell happy make go jail thought spiralled control mind telling going jail even told going happen family never going see people love everyone hate sum constantly though done something wrong online idea possible girl word saw would never anything like upset mind telling different currently attending mindfulness course find helping living constant fear scenario future terrifying thought losing everyone everything terrifying ocd catastrophize anybody help share advice say point happened point girlfriend expecting first child happened away staying dirtiest hotel put towel floor walk clean duvet another bed sleep hotel dirty sure ocd thought id mention always known suffered ocd younger would take good half hour get bed sleep exhausting ritual gotten better since leaving parent home ritual parent going die never professionally diagnosed sorry long post thanks,"['checking', 'talking', 'anxiety', 'anxiety', 'outside', 'Rituals', 'fear', 'OCD', 'Thought', 'site']",1,1,0,0,0,0.0,"['ritual', 'image', 'thought']","['rituals', 'ocd', 'fear', 'image', 'checking', 'talking', 'site', 'thought', 'anxiety', 'ritual', 'outside']",,,1,0
refusing go near nh appauling treatment received 18 year old 9 year ago sectioned private psychologist helped lately poorly additionally boyfriend run away cope ocd low point asked referred nh told may well 8 month waiting look inot private treatment per session pay tax need see specialist soon edited september 9 2007 guest,"['OCD', 'Treatment']",0,0,0,0,0,0.0,[],"['ocd', 'treatment']",,,0,0
like 8months ruminating thing memory past event usually manage free particular rumination like 2 3 week one stay time 8 month mean worst stage ocd others happens stay long ruminating thing going crazy distressed cried time,['OCD'],1,1,0,0,0,0.0,['rumination'],"['ocd', 'rumination']",,1.0,1,0
hi thought id give ten reason kind ocd cost absolute fortune mum dad buy product whihc include load spray soap wipe shampoo electricity useing shower spray body much disinfectant dry skin sometimes go red raw burn much like right hardly walk sprayin foot joint bottom toe red stingy hard walk sprayed underwear inner thigh went red cry could sleep thought gona go septic shock prevents goin go get changed spray ureself medication depression make sleepy slept lot hardly went uni failed year goin back ure parent get fed deep would rather house let live way want ruin everything care germ way contamination people like afraid gettin ill gettin people ill belive harder get rid mine mine based fact logic supose even physcologist say yes logic harder get rid think anyway see bf make worse want get germy feel really guilty cry saw 6 week already touch anything wipe sprayed annoying tiring think ill add think anymore,"['OCD', 'septic shock', 'shock', 'Medication', 'depression', 'guilt', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'medication', 'depression', 'shock', 'thought', 'guilt', 'septic shock']",,,0,0
really know bad let people know point view 8 year bad bur said thing got state ocd sex anyone eles get thing guess slept knew nothing bad going happen something inside sex got pain,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
prozac eliminated ocd anti psychotic olanzapine put two stone wonderful doctor changed another fluoxetine already pound coming,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
last 9 month countless hospital admission session cbt exposure therapy whole host drug starting turn corner employer throw spanner work finally sends bunch material concerning disciplinary action sent contains hundred page struggling even get past first page without losing concentration end pacing around house explained countless occasion concentrate speech written text without becoming distracted becoming muddled sometime even take instruction wife mind busy ocd hell countless investigation meeting every time signed ever put front get room hell going sit whole disciplinary people never met able concentrate stress edited march 15 2014 dub,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
