post,prefLabel,postAnnotations,mergedAnnotations,enriched-ontology-obsession,enriched-ontology-compulsion,obsession-expert,Compulsion-expert,Explanation
"Does anyone have this kind of problem regarding their OCD as I seem to. Sometimes when I eat certain foods usually elongated in shape I have intrusive sexual thoughts. I guess the obvious one would be a banana ie shaped like a penis. Now, I have a wife and have never had any desire for male sexual contact. The other day I was eating the last of a piece of toast which was elongated and again had an intrusive thought of oral sex.
I cannot believe how anxious this made me feel. Yes another day in OCD land. And yes its another anxiety spike, but as I said above, I wondered if anyone has experienced anything similar? This is obviously an intrusive thought, but it seems to have been given more power due to the physicality of the food. I also have a problem with taking medications, most of which are of an elongated shape.
I know this is very weird, but when my little grandson lives with my wife and I, it freaks me out!","['anxiety', 'anxiety', 'Medication', 'OCD', 'Food', 'Thought']","['intrusive thought', 'spike']","['anxiety', 'Food', 'Thought', 'intrusive thought', 'spike', 'Medication', 'OCD']",1.0,,,,
"I don't wanna do the rituals and I don't feel comfortable without it either.
I know strongly that rituals are **** and it's not the cure but. with that in mind. my mind is still smothering me that I should go up and do it.
I can't read or distract myself by anyway. but . I just don't wanna do rituals
don't wanna do it
it's like not wanting to do the rituals is another ocd by itself, I get the same anxiety when thinking that : I have to do it. and when I let it. I feel anxiety about not doing it.
I feel like I'm fading away .
strangest condition since my ocd.
any suggestions for relief ?
Edited May 9, 2009 by Guest","['OCD', 'anxiety', 'anxiety', 'Rituals']",[],"['Rituals', 'anxiety', 'OCD']",,1.0,,,
"I go everyday living with guilt. I know its my ocd at many points, but sometimes, I am sure as many of you know, the pure o can mess with your sense of who you are, and who your ocd is. Let me explain.
Your thoughts are like this: an alter ego, who is not you, and is completely contrary to your beliefs, or values, or personality
You are this: :a1_cheesygrin: a kind chap (im trying to talk British, tell me how im doing) who has what they call a Cognitive Dissidence.
This means where you are here
here is your ocd. It is not you at all. Remind yourself you have a disorder, and would never really harm anyone. Use mental exposure, and deep breath. Set a time in they day to reflect on your thoughts, and when you have spikes during the day, tell yourself you'll worry about it at the appointed time.
I find it very useful to lay back, and give your worries to God. It is peaceful to lay your worries at Christ's feet, and I saw this recommended in more than one medical source actually. This especially for religious ocd sufferers, as I was once.
God bless, and all the information i gave you is from my therapists
Edited July 29, 2008 by Guest","['guilt', 'Thought', 'OCD']",['spike'],"['Thought', 'spike', 'OCD', 'guilt']",1.0,,,,
"First of all, greetings to all of you, I've read many of the threads on here and am impressed by the positive atmosphere. Now on to my post...
I decided to post this question here because even my psychiatrist who's the best in the region was unfamiliar with this symptom. I can remember having OCD as far back as primary (elementary) school and finally recognised it and sought help this year when depression also reared its ugly head. The diagnosed symptoms I experience are: I am scared I'll act on impulsive thoughts. I am obsessed with symmetry, especially in respect to my personal appearance and touching things. I have mental rituals I must complete to banish certain thoughts, though this only fends them off for a short period of time. I have an anxiety gnawing on the inside of my stomach 24/7. It takes me a long time to hand write because I must fix any percieved lack of symmetry or flaw in letter shape/ink density. I have a constant dialogue in my head, sometimes it's like listening to the radio or watching TV.
The symptom I wish to inquire about is a discomfort that seems to emanate from my forehead, compelling me to squint or cover my forehead with my hand. It worsens when I attempt to concentrate visually or write. Is anyone else familiar with this? I'm frustrated at the lack of information about it online or anywhere else.
Thanks for your time,
Nick.
Edited September 30, 2007 by Guest","['OCD', 'depression', 'Rituals', 'anxiety', 'anxiety', 'Thought', 'symptom']",[],"['anxiety', 'depression', 'Thought', 'Rituals', 'symptom', 'OCD']",,1.0,,,
"With lots of new members over the recent weeks I would just like to take the opportunity to welcome them, and I hope that you will gain support and knowledge from the forums. We have a lot of fantastic long standing regular forum users who offer some fab support and advice, so I am sure you will all benefit from the forums. Most of us on here have all been through it before with our OCD, and hopefully you can learn from both our mistakes and successes. Together we are here to help and support each other, together we will take power away from the OCD!
To help us maintain the forum we have a few guidelines which we would really appreciate wherever possible your help by adhering to our forum wishes.
Whilst anyone, regardless of location in the world, is welcome to use our forums, our website advice is predominately aimed at UK residents, and we adhere to UK treatment recommendations for OCD, and we do not necessarily endorse treatment used for OCD in other parts of the world.
Thread Bumping
Thankfully this is not a big problem, but it does happen from time to time. I know myself that when the anxiety is through the roof we become desperate for answers, and I do understand why people feel the need to bump their thread if nobody as answered. Thankfully we have a large user-base on here, so it is rare that posts go unanswered without anyone replying within a couple of hours, but sometimes it may take a few hours, even up to a day, for people to respond. So we ask you please avoid bumping your thread, and perhaps if the anxiety is surging take some time to focus on your breathing and try and take a step back to re-read your responses on your previous threads, often the answers are already there, but sometimes we just need to take that step back to see it.
Acronyms - HOCD, POCD, ROCD
Many other forums and websites are full of the use acronyms to refer to their type of OCD. It is worth noting that these acronyms have no official medical meaning, and actually lead to confusion over the type of OCD being referred to. In fact, one person once told us they had delayed seeking treatment because they were tying to find a ROCD specialist, when actually all they need is an OCD specialist. So as far as I am concerned, if it is delaying treatment the acronyms are a negative, not a positive thing. Also for some, the use of such acronyms is often a way of avoidance from actually referring to the 'fear', so OCD-UK do not recommend, or endorse the use of such acronyms. The confusion to other forum users is also a big problem, for example is ROCD relationship OCD, religious OCD, rumination OCD? Remember, the problem is not the actual H, R or P part, it is the OCD part, the initial letters (H, R, P) are just the 'flavour', therefore you don't have ROCD, POCD, HOCD, in fact you have OCD and it is helpful for you to remember that the problem is the obsessive way we deal with the thoughts. and sometimes it is forgotten by use of such acronyms where people think the flavour is the problem. So please avoid using such acronyms.
Txt Talk
An old favourite big bear amongst all forums, not just ours is Txt Talk. Because we are not Twitter, or a text message we are not limited to space, so where possible we ask that you please avoid using Txt Talk and letter abbreviations (u instead of you). Even though there isn't much use of text-talk on the forums these days, there has been more posts written in text creeping up around the forums. Text language is hard to read for many people, especially us oldies and perhaps also a tad unfair on overseas forum users whose first language is not English. So please refrain from using Txt Talk.
Posting External Links
When we set the forums and charity up, we took the decision that we want to ensure our users are given access to the better OCD resources, and therefore we have a policy of no external links (an external link is a link to a non OCD-UK website), especially to YouTube where some of the content is of an adult nature. By having a no links policy we also ensure that our users are not led to unreputable or inappropriate site that may be of an adult nature, or spam, or are simply people with a commercial interest in profiting from people with OCD, and yep, sadly those people do exist and have tried to promote their own services via our forums. There is the odd exception where the site contains an article by a respected OCD author where the content is not available through our own website, i.e. Penzel, Phillipson etc, but generally those links are only posted within threads to aid the poster. As a discussion forum, posting links to external sites also sort of defeats the purpose of a discussion forum, so external links should be used sparingly, or as a thread starter. So we please request that you do not post links to an external website.
I hope that this does not come across as fastidious, but after 10-years our forums still remain active and well used, so we hope that keeping our forums to a certain standard means we are doing something right and we will still be here helping and supporting each other in another 10 years time.

Thank you so much to you all for your help and support in respecting our forum.","['fear', 'Thought', 'interest', 'anxiety', 'anxiety', 'confusion', 'confusion', 'hope', 'Treatment', 'site', 'OCD']","['rumination', 'obsessive']","['rumination', 'anxiety', 'obsessive', 'OCD', 'site', 'interest', 'Treatment', 'fear', 'Thought', 'confusion', 'hope']",1.0,,,,
"The four steps tell us to refocus our thoughts, while, from what I've heard of CBT, it has us focus on them til we're desensitised to them and realise they're only thoughts. I'm fairly certain that, with a lot of the sorts of thoughts I have, even a person without OCD would not want to become de-sensitised to them, nor dwell on them with the idea that """"""""they're only thoughts"""""""", regardless of whether they're thinking about them in terms of themselves the way a person with OCD erroneously would. So far, however, I've found the four steps very helpful, but as I keep hearing the mantra of CBT over and over, I keep feeling like, """"""""Sorry, you can't really get well without dwelling on these horrible thoughts until you don't think they're horrible anymore,"""""""" which, frankly, I'd be disturbed if *anyone* got to the point where they thought some of my OCD thoughts were perfectly harmless, or at least, not disturbing (as I suppose thoughts themselves are technically harmless, which I guess is the idea).
In any case, redirecting, reattributing, refocusing and revaluing, while I suppose it could somehow be done in conjunction with CBT, sounds like a completely different theraputic method. It says right in the four steps (emphasis mine), """"""""With compulsive behaviours, simply observing the fifteen-minute rule with consistency and Refocusing on another behaviour will usually cause the Revalue step to kick in, which means realising that the feeling is not worth paying attention to and not taking it at face value, remembering that it's OCD and that it is caused by a medical problem."""""""" I find this works much better for me at the moment than trying to get to a point where, for example, thinking about doing something emotionally and morally repulsive to both myself and society is not in the least bit disturbing, but I'm just wondering if this supposedly constitutes some sort of avoidance mechanism on my part, since I read so much about how invaluable CBT has been for so many.
Any explaination/clarification you could offer would be most appreciated!","['Compulsive behavior', 'serving', 'OCD', 'Thought']",[],"['serving', 'Thought', 'Compulsive behavior', 'OCD']",,1.0,,,
"I was at my brother's house today looking through his old magazines for the problem pages, and I came across Maxim from 2001. Someone asked what was more hygenic, paper towels or hand dryers. And the lady replied saying they are both equally hygenic, it's washing your hands you need to be thorough with. She said to wash your hands for 20 seconds, then use a paper towel to turn the tap off. Then she said """"""""You might look like an OCD freak but...""""""""
FREAK.
Am I a freak?","['washing hands', 'OCD']",[],"['OCD', 'washing hands']",,1.0,,,
"My dad bought a carrier bag round with some yoghurts in and on the way he has to pass a dog bin. My husband touched the carrier bag even the bottom of it and then did my girls tea without washing his hands, What if the bag had touched the bin and it is all everywhere now",['washing hands'],[],['washing hands'],,1.0,,,
"not really but now I have your attention..
I have a pretty bad OCD theme surrounding kids. I hate it as it makes me hate life. It makes me believe that I don't deserve the love I get from my family and friends. One incident in particular makes me feel like this, as I keep getting flashbacks of it. Its the issue I keep raising where I made the conscious decision to move to sexually harm a kid intending harm etc. Now of course nothing happened, no contact was made, and that was because it was born purely out of a typical OCD panic striken situation.
I am haunted by this though, I am ashamed of losing control of my thoughts and actions, but as my therapist says and keeps well, shouting at me """"""""There would've been no arousal, no arousal no sin."""""""" granted had I made contact it would've been awful, but more so for me.
I have close friends who know about this and never treat me any different. I still get the love. I always worry about what strangers would think if they found out. But then, they are strangers so who cares. If everyone knew me like my mates then they'd probably have no issue either.
So what do I need to do? Turn off my conscience? I am not """"""""into"""""""" kids so why should I go round beating myself up over something that happened, or rather didn't happen (as in contact) a year ago?
Is turning my conscious and narcisisstic mind off the key?","['shame', 'Thought', 'OCD', 'anger']",['theme'],"['anger', 'Thought', 'shame', 'theme', 'OCD']",1.0,,,,
"After such a tough week, I have really took this vile illness head on and it's been difficult really difficult but I'm here somehow. Was feeling quite pleased with myself when I got hit with some news I could have done without. One if my best friends will be working as a nurse at my doctors. I know there is guidelines as to what any employee can look at but as I am now a patient essentially she can see anything. I have thyroid issues so get bloods taken regularly. I've always been very very open with gp despite different awkward themes peodopile, harm, blood tests for aids, you name it I've talked about it. I've always kept very quiet about my OCD other than to family so my friends no nothing so far. I'm so upset. ",['OCD'],['theme'],"['theme', 'OCD']",1.0,,,,
"I have pure O, I'd that term is okay to use. Because of my social setting, I am totally surrounded everyday by things which are central to the themes that bother me, objects, people, locations.
  Nothing bad has ever happened. I've never lost control. I seriously doubt that anything bad ever will happen. I prove it all wrong again and again, just by living my life.
  Yet thoughts persist and I'm stuck in a loop. I often think what would happen if I did this, what would people think of me for having these thoughts, how would my life be different if I didn't have this.
  I'm stuck. Please share some advice.","['object', 'Thought']",['theme'],"['Thought', 'theme', 'object']",1.0,,,,
"This has gotten to where for a few months ill be doing really good and not thinking too much about this existential theme, then it will come back and hit very hard. Im frustrated thinking im going to be stuck with dealing with this wondering if everyone is real or not from now on ><
Its like in hindsight I can see the progress, but im just fed up its still there after all these years. Kind of a 'if it isnt over yet it probably wont be feeling'.",[],['theme'],['theme'],1.0,,,,
"Driving myself mad. Pushing the ruminations away but keep getting 'what if it's true', 'what if it's not OCD', 'what if you knew you did something' 'did you know you did something? Let's try to remember', 'what if you believe it's not true but then it is'. Bloody driving myself crazy. My mind seems to think that if I stop thinking then I'm tricking myself. When I don't think about it then I don't think anything happened. When I delve into it then I start to think it did. I know this isn't the right approach but I still have these underlying feelings even when I'm not ruminating and I'm asking myself why they are there if it's not true. Again, I know this isn't right as it's finally sinking in that the thinking is not going to solve this but it's so alluring yet horrible at the same time, like picking a scab.
Does anyone get so angry at themselves in their head? I feel like taking my brain out of my skull and booting it across a field, wouldn't even bother going back to get it either! ",['OCD'],['rumination'],"['rumination', 'OCD']",1.0,,,,
"#####! #######!
It's been a month since I decided to go cold turkey and stop 98% of the rituals I do. The remaining few percent are the ones that take a few seconds and are so quick I don't realise that I did them until after I have done them.
Like an idiot I did this ritual for old times sake. It involves placing my feet in certain positions and taking a certain amount of steps when I go to the kitchen area upstairs at work. But I was never satisfied that I did it properly and it has gotten more complicated each time. I have been trying nearly all week but there is only a few times I can do this without drawing attention.
I went back to work yesterday because I have a key. I was extremely anxious during the ritual as I didn't want to **** it up. I thought I did it right then after quarter of a mile going home I had doubt about one of the stages. I could not remember how I did it!
I have spent 7 hours Friday lying on my bed trying to remember and trying to decide whether to do the ritual again. It has taken A CONSIDERABLE effort not to sneak into work today and have another try.
The conflict is this, do I carry on THINKING, WORRYING, BEING NAGGED by this for hours, days or try again and it might only take two minutes.
  Quote
Relabel, Reattribute, Refocus, Revalue
Relabel - I know its OCD!
Reattribute - I know it is a fault with my brain!
Refocus - Doing another behaviour seems """"""""inappropiate"""""""" and doesn't stop the nagging!
Revalue - Not helping!
I wonder if it goes beyond OCD into bloody mindness. It's like trying to get off a level in a computer game that you used to be able to do. The more angry you get the more mistakes you make. I say """"""""I HAVE DONE THIS BEFORE. I CAN DO THIS!"""""""".
It's like my past rituals have lumped together into a super ritual.
I'm dreading Monday because I can't decide to try again doing this ritual.
Help!","['kitchen', 'Thought', 'Rituals', 'OCD']",[],"['Thought', 'Rituals', 'kitchen', 'OCD']",,1.0,,,
"Things aren't going too well at the moment (sorry to complain - again! - I know things are much better than they could be ) but I am just stuck in a quagmire of anxiety. I won't go into details, because it's not really important and I'm not after reassurance and so on, but I keep catching myself furiously ruminating over it. But the thing with rumination is it's not unique to OCD - it's carried out by people with GAD and also people with no mental health problems at all! so how do I know what technique I should use? Do I approach it with ERP, the four steps, standard CBT techniques, or do I try to """"""""work it out""""""""like a normal person? I just don't really know what's what or even to trust me own mind right now.
Thanks guys. hope you're all ok x","['anxiety', 'anxiety', 'OCD', 'hope']",['rumination'],"['rumination', 'hope', 'anxiety', 'OCD']",1.0,,,,
"Yesterday I was at a party and met girl, we started talking up close due to the loud music which meant me leaning into her to hear what she was saying. As we were chatting away I became aware that my body was in contact with one of her breasts which triggered off all the usual sexual assault thought patterns. I started to think that I wanted to purposely make contact with her breasts because I was angry with someone else I'd fallen out with, and by committing sexual assault it would be because of this other person. It was weird, like I'd taken responsibility away from the OCD and knew what I was doing was wrong, the urge was strong to do it and so I did, once, leaned in and made contact whilst thinking to myself that I was going through with this on purpose. I felt I enjoyed the contact although it wasn't physical, i.e. no arousal, just simply in the mind. Thought nothing of it at the time, until about 2 hours later when I began to feel seriously ashamed and guilty, now I feel like a monster. 
OK, so this has been a recurring theme of my OCD, I couldn't even hug my own Mum properly before she died because of the OCD thoughts about inappropriate contact, but I'm so guilty for what I did yesterday, even though it was bad, it was triggered by OCD in the first place and had I not had this godawful condition, I wouldn't have done it. 
Has anyone else ever acted on the thoughts or urges?
  thanks","['talking', 'fall', 'joy', 'shame', 'urge', 'guilt', 'Thought', 'OCD']",['theme'],"['urge', 'talking', 'fall', 'Thought', 'joy', 'shame', 'theme', 'OCD', 'guilt']",1.0,,,,
"I was chatting on msn last night to a gay friend. When he typed the word sexual, a little box came up with a video of a man ejaculating. it didn't turn me on. Later he made a comment that all women look the same to him. I said thats how i feel about men, within reason cos if i had to choose between brad pitt and a fat bald man with dribble coming out his mouth i would choose brad pitt. He took that to mean i fancied men which caused me to feel awful last night.
Someone managed to console me a little last night, but this morning there was a sex survey in a magazine about what men think of women. apparently 57% of men look at a naked womans breasts first. There was a picture of kelly brook. It made me spike again. I kept imagining being with a man, and part of me wanted to, it was exciting, the other felt awful
So far i have resisted cos a friend help me get through it last night, but i feel like i need to self harm again this morning.
Another thing, my psychoanalytic therapist said, im obsessed with finding a label to my condition and that i don't need to call it ocd. Hopefully when i see the syc on the 30th, he will call it what it is, ocd, and not pussy foot around the issue and not give me a 'label'
what is it about labels. why dont people like them. Its like if you have the 'flu' and not callin it the 'flu' because you shouldn't label yourself. its nonsense
Edited November 18, 2006 by Guest","['hope', 'OCD']",['spike'],"['spike', 'hope', 'OCD']",1.0,,,,
"Hi
It seems like hand washing is the thing that lots of people know about OCD, most common thing
shown on tv when a character has OCD. It seems to me from using this forum that there are different reasons for excessive hand washing. I wonder whether it's different for everyone. My hand washing was the first (I think) OCD symptom and is concerned with germs. At first it was things like if I used the toilet I didn't like to touch the tap after washing my hands because it was dirty (touched by me and others with dirty hands before washing), so I would use my elbow (couldn't do that now) or eventually paper towels. Also I couldn't touch door handles and had to use my elbows, this was because people could have touched them with dirty hands. Dirty meant there were """"""""germs"""""""". I wasn't (am not) concerned about getting sick and I don't think that anything bad will happen. I simply can't bear """"""""germs"""""""" because there dirty. I know it doesn't really make sense but to me it does. I know a lot of people fear contracting some illness or making someone else ill but I don't worry about this. Also my germ problem ended up being quite focused on dog (not just dog) mess etc (avoiding it and dealing with any contact.). Sorry to go on so long. I would be interested in peoples views, comments etc.
Anit","['symptom', 'toilet', 'washing hands', 'fear', 'interest', 'OCD']",['excessive'],"['washing hands', 'interest', 'fear', 'toilet', 'excessive', 'symptom', 'OCD']",,1.0,,,
"I just scratched my head after using the bathroom but before washing my hands. Now I feel like I need to wash my hair but I haven't got access to shampoo until the weekend unless I buy some.
Edited May 18, 2015 by zx123","['bathroom', 'washing hands']",[],"['bathroom', 'washing hands']",,1.0,,,
"Hi,
I have had a really horrible time today.
I went to take my friends children to school which I do regularly, the oldest child has been off sick today so I have been looking after him. I noticed his dad's shoes were in the porch and had dog's mess on them. I tried not to worry about it but then the child told me (to be honest I did ask him) that his dad had worn them into the lounge before he noticed they were dirty. I started to feel quite paniccy (sorry can't spell) but I took my boots off made a cup of tea (trying to keep to the edges and looking for any obvious marks on the carpets) and sat down knowing that I was sitting where the person with the dirty shoes had probably sat.
I thought I was doing OK untill I realised I could smell dog's mess and it seemed to be on the carpet (although as the carpet is brown it's difficult to know where exactly) and possibly the sofa that I was sitting then I started to panic and ended up washing my hands with bleach twice and countless times wih hand gel. I now need to disinfect all my clothes (and the inside of my boots because my socks have been on the carpet) and bathe and wash my hair (after first spraying with disinfectant). I feel really shattered but when thats all done I will be OK.
Ok that is untill I go back to my friends house. So many things have been on the sofa and the carpet and I will to keep cleaning my hands and disinfecting my clothes afterwards.
Does anyone know how long the germs will still be there if it's not cleaned with disinfectant.
Anit","['Thought', 'washing hands']",[],"['Thought', 'washing hands']",,1.0,,,
"Hello,
I have been going through a particularly difficult time with my fear of contamination and germs for the past few months. I have a pretty lengthy history with this stuff but this is one of the most difficult periods because one of the infections/viruses I fear is actually in my home (my roommate has it) and I cannot escape it. I won't specify what particular condition this is, it may cause a spike for some if I did, but it is catching, remains infectious for a LONG time, and I'm wondering how I'm supposed to deal with this when the threat has become real?
When my fears were based on nothing but """"""""dirt and germs"""""""" that deep down I could convince myself were of no real harm, I was able to keep things under control - to a point. Now, not so much. My hand washing and need for complete clean has skyrocketed, and it's at a point where I hardly touch anything in my apartment that is not completely my own and untouched. Even just brushing my clothing against things has been causing a lot of distress.
What do you do when the compulsive actions are justified and may actually protect you from something real?
Thank you!",['fear'],['spike'],"['fear', 'spike']",1.0,,,,
"Hi all, Well 1st.... please mind all my spelling mistakes.. im not good at spelling but im reading more to improve.... so feel free to laugh.... i really dont mind.
To be honest.... i could write a book on my OCD... but im not going to... ill just keep it short and sweet so you get the jist of it.... what i will go into detail though.... is how to get over OCD.... But 1st... i have tried telling people how i did it before... and the odd 1 or 2 seemed to dought it, which is fine..... since then i have fully got rid of my OCD... well to be honest.. i purposley kept a little behind as its normal to have a 0.000001% OCD level. I have since used the same method to accomplish dreams and make my self happier....and it works....
I started looking more into my method.... and what i found was amazing.... its a scientific fact that my method was right and what shocked me most is how come hardly anyone knew this.
So before i tell you about the method and the facts why it can help every being on this earth.... ill tell you my story.... in short.... then will tell you how i got over it.... and how i started to look more into this method to realise that i had found an amazing FACT.
Well, in short... i grew up with OCD, its in my family, so can you imagine as a kid being told to check the door so many time by my parrent.... anyway.... at 11 years old.. i thought i cought HIV. from something i found on the street. I didnt get tested until i was 26... it was always in my mind..... i didnt want to touch anyone or anything. if i did... id wash my hands till they bled. then id cover my hands with plasters all over. id wash my cloths every day, id hoover every day... i couldnt even touch the wall in my own house without washing my hands after. i could shake peoples hands... i didnt leave the house and was stuck in the house for years. There is a lot more.... but to be really honest.... all the OCD habbits i did and how my mind was playing with me is not important... what is important.... is how i got rid of it in world record time....that even doctors were amazed.... Unfortunatly... its time for bed and i will continue this tommorow.
P.s. just remember one thing for now.... there is a scientific fact how to control all your thoughts and feelings... that you can keep the wanted ones.. and get rid of the ones you don't want....ITS A FACT.... how do i know.... because im an X SUFFEROR... not a sufferor. i have got rid of it... and am feeling sooooooooooooo goooooooooooood, and happy..... nothing can stop me..... have a good night sleep... if you dont... dont worry about it.... you will soon. night night all","['shock', 'cough', 'washing hands', 'Thought', 'OCD']",[],"['washing hands', 'shock', 'Thought', 'cough', 'OCD']",,1.0,,,
"Hi, I have got harm related OCD and have not posted on here for a while cause I have being trying my best to ignore the thoughts and urges to check and I feel that yes I have made some progress.
In making progress I seem to have come up with a new type of problem, when I am out and about I still think what if something just happened? and have the urge to check behind me, now if I try really hard I can ignore the urge and seem to forget about it for 5 minutes, then say 10 minutes later I think what just happened that I wanted to check? then I rack my brain trying to remember the spike - then worry maybe I am doing bad things and that I'm just not bothered now and don't remember. this is worrying me a bit and getting me down.
If anyone has any advice or experienced the same I would be grateful to here about it.
Thanks.","['OCD', 'Thought', 'urge']",['spike'],"['urge', 'Thought', 'spike', 'OCD']",1.0,,,,
"Its been about 6 months since I have really started noticing some major improvement in my OCD, GAD and depression. I feel very fortunate that I am able to have a better quality of life on top of living with this illness I can focus more on trying live a normal everyday life.
With this post I just want to get off my chest some experiences I had recently. There have been moments where I feel well when I am alone at home, then I leave my house and feel a sudden set back of emotions and dread hit me. Momentarily its a shock to the system, and feel robbed that somehow I can be reduced to feeling bad in a few seconds. After experiencing this a number of times lately, I have slowly come to the relisation that maybe I am not as well as I think I am, and nothing has really changed. Hanging onto this notion, helps me put the illness back into perspective, I can be hard on myself, and lowering my expectations of what I can realistically achieve in recovery is what I should aim for. I am alot better in terms of rituals, but there are limits for me.
Thanks
Stuart :original:","['OCD', 'depression', 'quality', 'shock', 'feeling bad', 'Rituals']",[],"['quality', 'shock', 'depression', 'feeling bad', 'Rituals', 'OCD']",,1.0,,,
"I was wondering if anyone else has had this experience before or is now,it is getting better and feeling guilty and if it's OCD related?.I feel I've made a fair bit of progress but inside me I have a fair bit of guilt that I don't deserve to be happy and feel better,it's also things like not doing nowhere as much Overanalyzing,ruminating/rumination and as much of the OCD rituals I was even though I still do a fair bit of them I hope that doesn't sound so confusing .What seems to happen is that I find myself not going over things as much as I did throughout my life constantly but inside me I seem to feel guilty a feeling like I don't care,like my mind or maybe the OCD is saying you don't care about things because you aren't going over them like you used to&as muchas you should.
I seem to have that feeling inside of me that I feel quite guilty and that I'm not doing the things way as much as what I had been throughout my life and they pretty much were all OCD related.I do struggle still a fair bit with many OCD rituals but not to the extent that I was but I seem to struggle shaking off the guilt I do feel :original: .","['hope', 'shaking', 'Rituals', 'guilt', 'OCD']",['rumination'],"['shaking', 'rumination', 'hope', 'Rituals', 'OCD', 'guilt']",1.0,1.0,,,
"Hello everyone!
My ocd has recently latched on to a new theme. I know I can beat this but I'm still at that point where I feel like I dont deserve to feel better because my brain is telling me that this time it is actually real and ignoring it means I agree with my ocd thoughts.
I'm sure I'm not the only one in that place right now!  So I need some quick fix ways to start kicking ocd's **** even though I'm not in the right mindset yet.
All I can think of so far is to sleep well and exercise. Any other tips?","['Thought', 'OCD']",['theme'],"['Thought', 'theme', 'OCD']",1.0,,,,
"i have decided to visit my parents for 2 nights ie 2 days travel and one full day there.i am taking my 3 youngest children.my youngest 2 are excited cos its like a mini holiday on train etc.my 3rd youngest has depression and it is one of the few things she will.leave her room to do.so all good yes.
EXCEPT!!! my parents are a massive part of my ocd.my mums worrying has caused me to worry and my dada put downs have caused my low self esteem which makes me feel like i am capable of harm etc.also some of my memories which are ocd spikes are there.
I was looking forward to seeing old friends and taking children to my old parks etc. And having a few days away before school starts.and also i feel i should visit my elderly parents as it would be harsh not to.
HOWEVER i am travelling tomorrow and ocd is starting to creep in.i am worried we may be taking germs to them and that i will need to confess tbis to them to rid myself of blame.
This is kind of massive exposure.i dont want to upset my kids etc but im getting a bit panicky.
What do u guys think ?","['depression', 'OCD']",['spike'],"['spike', 'depression', 'OCD']",1.0,,,,
"Hi All
New to this forum but been surfing a number of other OCD resources for the past 12 months.... a bit about my history....
I'm in my early 30's, been in a great relationship with the girl of my dreams for 9 years and we're getting married in a couple of months. In short, everything is perfect!!!!
The only problem is that about 2 years ago I got hit with a fear that I was gay. Didn't have any proof to base this on, but it was a time when homosexual topics were very much in the news - Brokeback Mountain was on at the cinema, politicians were 'coming out', civil partnerships were being made legal etc. etc. Not really sure what kicked me off, but I seem to remember having a dream one night and waking up not really knowing what it had been about - probably because of what was in the news or the fact that we might have gone to bed watching 'Will & Grace' (which my girlfriend quite liked), I jumped to the conclusion that I must have had a dream about a homosexual experience - and now I was worried that I had enjoyed it! I found that all of a sudden I found that if I looked at another bloke (especially one I thought was gay) I would ask myself """"""""why did I look at them?"""""""", """"""""did I find them attractive?"""""""" etc. etc. Even had these thoughts about members of my own family and it didn't restrict itself to age or appearance, just the fact that they were male. Throughout this time, I never been aroused by images of blokes, still have a great sex life with my 'soon to be' wife and still find myself aroused by female porn (although I know this isn't necessaily healthy for OCD sufferrers).
Throughout my life I had displayed some of the normal OCD traits, constant checking of doors, the oven, light switches etc. and often felt the need to perform actions in a set way to ensure nothing bad would happen.
Previous to this experience however, I had never had another homosexual thought, always been attracted to women, when I watched porn it was female only - even the sight of a naked bloke would be a huge turn off. As far as I was concerned, my sexuality was never in question.
In reality, I still KNOW that my sexuality is not in question, but the pure hell of OCD is that just KNOWING is never enough. For the past 2 years I have been going through a cycle of feeling better, then getting hit by a spike and dropping back down to to the checking, searching for reassurance and surfing the net for answers - the problem is, the net is a wonderful thing, but there is so much out there that can actually make you feel worse, especially when it is written by people who do not understand OCD. Half the time I find an article that makes me feel worse - as an example, just the other day I read an article about people who had been married for many years, who suddenly decided they were homosexual (both men and women) - great, now all I worried about was """"""""is that going to be me?"""""""", even though I KNOW it will not be!
Did see a threapist for a few sessions and pointed towards OCD, but I didn't really have the time to take it further - always been very strong willed and like to think that I can beat this on my own.... even though it looks like it will be a long fight! I have even discussed it with my girlfriend, who to her credit has stood by me, but I try to shield her from the real torment of it and try not to let it show when I am suffering.
Well, thats probably enough for this post as most people will have fallen asleep reading the above. Just great to know that I am not alone and despite all the worrying thoughts, I know deep down who I really am! Just why does OCD keep raising the question?
Thanks for listening....","['fear', 'joy', 'drop', 'fall', 'checking', 'Thought', 'OCD']",['spike'],"['drop', 'fear', 'checking', 'joy', 'fall', 'Thought', 'spike', 'OCD']",1.0,,,,
