post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp
"This is my first post here, I didn't even know this website existed but feel like I don't know where to go next. I have struggled with contamination/checking ocd for the last 24 years since being a teenager. I am sure you are all to aware of the amount of wasted time and expense I have committed to this crippling disorder. I have been on fluoxetine from time to time but not currently due to being pregnant. I have a very tolerant supportive husband and two wonderful sons already. I have a good job, nice home, and to the outside world everything I could wish for although behind all this deep down in the pit of my stomach I feel sick with so much worry and anxiety. I worry about one thing and then one, two weeks will pass and I will worry about something completely different thinking all the time that the last thing I worried about wasnt as bad as I thought at the time and the current thing is so much worse. It's a never ending cycle that I feel this time has beat me. I have spent so much time and effort trying to protect my family and home and this time the anxiety has just grabbed hold and won't let go. I can put a scenario in place now where everything is contaminated so there is just an impossible effort involved to fix things this time by performing the decontamination routines. Does anybody know if being pregnant can make ocd worse? It did happen with my other two pregnancies but feels worse this time. I thought I had gotten over 90% of these ocd rituals as this time last year I was feeling good about things and just had the odd wobble and checking procedures which is minimal in comparison. Has anybody ever overcome this after being in such a desperate place? Sorry it's so long, I really could go on and on.","['outside', 'Rituals', 'feeling good', 'wobble', 'checking', 'anxiety', 'anxiety', 'Thought', 'OCD', 'site']",0,0,0,0,0,0.0,"['ritual', 'thought']","['wobble', 'rituals', 'ocd', 'outside', 'checking', 'site', 'thought', 'anxiety', 'ritual', 'feeling good']",,
"So im in my 39th year
What OCD has done is take away my ability to make decisions. I used to be someone who had a grasp on normality.
I had good friends at school, i went to university, I worked and had fun. The OCD was there but not so strong that I could not function.
I have spent time in the Priory when I really found out what OCD was and spent time at a day hospital.
I have so far been on orlanzapine,zopiclone,seroxat,anafranil,sertraline, tamazepam, effexor to name a few. None have really worked and some of my worst times have been on them.
I'm on nothing now, no job for the last 7 years, in the 7 years I have tried to keep busy with projects and the like but none have made any money, I've designed large modular cycle sheds for schools and tried to start an exhaust business but the supply and demand was not there, what I'm saying is I have not sat on my ass.
I live at my parents and have a gf who comes back at weekends. My OCD now just overflows me and I go from one point of despair to the next.
What is the answer? The jobcentre sent me to a place that can help people with """"""""basic literacy and numeracy!!!"""""""" FFS I've been to university, I need time to get my confidence and not go to a place where they teach GCSEs and help people with domestic violence and drugs!! do they not understand OCD!! Does anyone else have experience of being treated right at the jobcentre with this new Incapacity Benefit? I do want to work but don't want to tell them that until im ready and not have them push me into a scarey work programme to tick one of their boxes.
The point I'm at is that I see contamination in everything, I am reluctant to go out, when I do go out it feels false, I worry im not right for my gf. Every morning I feel very low and have OCD worries like playing cards in my mind. I get up and feel a bit better.
I have been to CBT but I have to say there is CBT and CBT, I know what it should be but the NHS CBT is a means to an end for the NHS stats and not the patient.","['despair', 'OCD']",0,0,0,0,0,0.0,[],"['despair', 'ocd']",,
"First update for a while.
I just want to say thank you to specific forum users without naming names (except Caramoole!) for the support I've had since I made the decision to start a tranquilliser withdrawal program.
From Tuesday I will be down to 3mg a day from 40mg of Valium in April last year.
I need to cut the 2mg in half!
It's been a journey with lots of adversity and the occasional blip but I have generally stayed with my commitment and the help of forum users, my wife and GP has been amazing.
Thank you friends, Phil.",[],0,0,0,0,0,0.0,[],[],,
"Hi All
I went to see my therapist as I had CBT last year and it ended abruptly due to the therapist being off ill. I basically in that time only added little bits onto my rituals which wasnt too bad so I asked Gp to refer me again and she did so this guy I have seen today for the 3rd time he is trying to get me back to where I was when the therapy ended last year where I had nailed most of my rituals on the head and I was feeling confident in myself that I was getting somewhere.
I had seen him two weeks ago and I was going to work on shortening a couple of my bathroom rituals but ive been due on my period and in pain all last week and im on it now and very heavy today with headache dizziness etc the usual stuff. I saw him today and explained that last week when I was in my partners car I felt a floaty kinda feeling and this made me panic in my head almost like I wasnt grounded and felt like I was completely out of control now I know this is a control thing as I dont drive and I get bored on long journeys and as I dont like to read or take my eyes off the road either I do get a bit fidgety and bored and my brain starts to run away with itself. I also talked about the fact that I eat rubbish like chocolate in large quantities and feel like I have a hangover the following morning and I start the self talk the running myself down self talk such as you will never lose weight, look at you so fat might as well keep eating loads of rubbish anyway etc etc and he said it could also be a boredom thing too as Im not in a routine meaning I get up late my day starts late and I feel anxious really before the day starts.
So the first thing is to get myself into a regular bedtime and getting up time that way I have more of the day and I will be less likely to be tempted to eat rubbish late at night and I will be more organised with the kids too and a happier person and as for my weight to make small changes now before I join the slimming world club when the kids go back to school such as start to buy more healthier foods and slowly start eating in that way and its less of a shock to my system plus I will feel more in control instead of saying to myself which I do now well ive got 3 weeks before I join might as well eat loads of rubbish in the meantime.
He also said that OCD like many things is our way of dealing with anxieties and our way of getting attention though to start with I took it the wrong way as I thought he was meaning that I was basically sitting there because I want attention and OCD is my way of getting it so I got upset cos I was thinking does this mean I made it all up like a child whos having a tantrum and I dont really have OCD at all. I explained it to my partner who said like many things and mental health problems its our bodies and minds ways of telling us there is something wrong and in that way it is getting attention if that makes sense.
Does anyone else have any thoughts of how this went today? In one sense this guys approach is to tell me things even though I may not want to hear them but hes putting it to me straight and in that way it feels like he isnt pussy footing around me and making me see it for what it is thats my take on it anyway.
Thanks for reading and sorry its a long one had loads to say to make sense.
Tracy x","['bathroom', 'dizziness', 'Food', 'shock', 'Thought', 'Rituals', 'OCD']",1,1,1,0,0,0.0,"['ritual', 'thought']","['rituals', 'food', 'ocd', 'ritual', 'shock', 'thought', 'bathroom', 'dizziness']",,
"My need for some company during those dark hours, but company that doesnt talk too much will now hopefully be satisfied.... Never had a pet before, but once i saw the descriptio for a syrian hampster: lives alone, sleeps a lot, territorial... Had to be done. Just need a name for it. My scarcastic self told me to name it ocd.... But thats just too cruel.","['hope', 'OCD']",0,0,0,0,0,1.0,[],"['hope', 'ocd']",,
"I have been using the 4 step plan to lots of success recently. However, I do have one problem with it. I know whcih of my thoughts are OCD. However, they are not """"""""unreal thoughts"""""""", they are thoughts that are based on something real, so telling myself its ocd, although helps, doesn't do quite enough.
For example, I will think myself silly about something that I've done in the past. Before ocd I'd think ok, i did that, but it was a mistake, it's not that big a deal. Now I think yes, i did do that. it's ocd thats making me feel so bad about it, but i still did it. This ranges from one or two biggish regrets i have about things ive done, to the most mild, silly things. I know its ocd, but still! Grrrrrrr!
Any advice would be very much appreciated!
Thanks everyone!
Tex","['regret', 'Thought', 'OCD']",1,1,1,0,0,0.0,['thought'],"['ocd', 'regret', 'thought']",,
I have recently downloaded the book Brainlock after it was recommended on the forum and I am going to try the 4 step self help technique. I was just wondering if anyone else has used this technique and how has it worked for you? Is it difficult to do? And how long does it take to start seeing results? I am really hoping this works as I have paid so much money for private therapy this year which has had very little effect :-(,[],0,0,0,0,0,0.0,[],[],,
"Hi guys,
I hear a lot on this website about these 4 steps.
What are these steps? I don't know about them.",['site'],0,0,1,0,0,0.0,[],['site'],,
"Just letting you all know that I am embarking on my first real, persistent and sustained effort to work the 4 steps!
I will keep you posted.
Huge love and support,
Gx.",[],0,0,0,0,0,0.0,[],[],,
"Hi,
I live in Germany and have been suffering from OCD for many years. Now I'm 43 and I think I have got OCD since I was 6 or 7. During these years my OCD topics have changed. I say that I have a certain (problem) slot in my brain which is always occupied with one or two issues and then they get replaced by other ones. The old issues are almost of no concern anymore. But I'm never free of them.
Actually, I haven't had a specific therapy to address my OCD. Recently I came across the 4 Steps Method by Jeffery Schwartz. The German translation didn't receive too many good comments, though I consider this methode interesting and I'm trying to implement it in my daily life.
I'd like to know if there's anybody here in this forum who is using or has used this method and how the experiences are/were.
KaKop","['interest', 'OCD']",0,0,0,0,0,0.0,[],"['interest', 'ocd']",,
"Hello
I am going over Brain Lock and refreshing myself on the 4 steps which i had got lazy with to be honest!
I understand the Relabel and Reattribute step fine, but i get stuck on the Refocus step. What kind of refocusing do you do? I'm worried i'll be pushing the thoughts away by suddenly thinking 'oh ill do this' or 'oh ill think about this'
And when i am refocusing, more thoughts intrude then i never know whether to start from Step 1 again or carry on refocusing!",['Thought'],0,0,0,0,0,0.0,['thought'],['thought'],,
"Hi All
Im feeling a bit of a failure, i was doing really welll for a week and then became overwelmed by an obsessive thought.
The thought is """"""""what if i did something innapropriate to my child when he slept in our bed but i couldnt remember so i will never know"""""""" - this is so stupid but its causing me such bad anxiety i feel im going mad. I resisted this last week but i ruminated on it yesterday and im now gripped by it. Im doing the 4 steps as before but the thought seems so intense now - much stronger than before.
When doing the 4 steps Is it normal when you resist debating / trying to rationalise the thought and relabel and reattribute and instead refocus that at first your anxiety """"""""sky rockets"""""""" and the thought becomes even more intense. When i have done the 4 steps before with success, ocd calmed now more qucikly but this seems so much more intense that before.
Im sorry to keep posting, i am very self consumed right now - God this is so awful.
Zee
Edited May 26, 2012 by Zee","['OCD', 'anxiety', 'anxiety', 'Thought']",1,1,0,0,0,0.0,"['obsessive', 'obsessive thought', 'thought']","['ocd', 'obsessive', 'obsessive thought', 'thought', 'anxiety']",,1
"Hi
I am aplying the 4 steps into my treatment, and it seems to be the most helpful technique that I have used. But here is my question. I have intrusive violent thoughts towards myself or towards others. When I get them, my natural response would be to try to assure myself, that it will never happen. But that doesn't work, because I can't really 100% be shure that its just a thought, so this is just keeping the cycle to continue on and on. So that is probably my mental compuslive reaction to the thoughts. So when I stop doing that, and knowing that these thoughts are just OCD thoughts, caused by my wrong brain function, its important to refocuse to another activity, and even thoe the thoughts are still there, I am that way changig my response to the OCD thoughts. And when I do that my brain chemestry will eventually cheange back to normal. Well that is how I see it. Am I understanding this right? Or is there something I do wrong?
Tnx for your replys","['Treatment', 'Activity', 'OCD', 'Thought']",1,1,1,1,1,1.0,"['thought', 'intrusive', 'violent thought']","['ocd', 'activity', ‘intrusive violent thought', 'treatment']",,1
"Hi all just wondering what is the 4 steps. I,ve seen this mentioned but have not exactly followed this up. Thanks much.",[],0,0,1,0,0,0.0,[],[],,
"I am reading Schwartz's Brain Lock again. At p.xxxiv in the introduction, he says about a few case studies that: """"""""What really worrtied x, y and z was how they could be worried about something so ridiculous.""""""""
How can it be, when these OCD manifestations appear so real?
Does ANY purported expert understand this?",['OCD'],0,0,0,0,0,0.0,[],['ocd'],,
"I've been on an increased dose of 30mg Lexapro for almost two months,
If this dose doesn't work for my OCD, is there any purpose to increasing to 40mg? My psychiatrist thinks 40mg is not safe,
I've had ECGs twice since starting the 30mg dose, and they're okay. If I have regular ECGs, would it be safe to take 40mg?
Thanks for responses.",['OCD'],0,0,0,0,0,0.0,[],['ocd'],,
i have increased my meds to 40mg but i have noticed my weight loss has slowed down....i feel maybe i should cut down my tabs to loose weigh quicker...meds have helped my ocd tho xxx,"['weight loss', 'OCD']",0,0,0,0,0,0.0,[],"['ocd', 'weight loss']",,
"I was wondering, how curable could OCD be in someone 47 years old. I know it's not much, but bear with me.
He was always an anxious child, became extremely religious, had some panic attacks regarding some hungarians in a cruise ship 18 years ago. Over time he began thinking he would become major of our town, then president, he was on risperidone for 6 years and only last year got diagnosed with bipolar disorder.
That person is my father. He He ruminates endlessly, prays as often as he can, distracts himself with church, religious television and painting of saints (watercolor on wood).
What could I possibly do for him? I know he's bipolar, but he screams OCD to me with every sentence he says.",['OCD'],0,0,1,0,0,0.0,[],['ocd'],,
"I cannot sleep past 4am, and I feel like I am loosing my mind.
It does not matter how late I stay up, how many drugs I take. I have started taking my clomipramine at night so it would sedate me, that diesn't work, I have tried herbal Nytol, and it hasn't worked. Last night out of sheer desperation I took one of my travel sickness pills, which usually make me like a Zombie and it didn't work.
Damn 4am. I can't take it anymore. I am at the stage where lack of sleep is affecting my life just as much as the OCD. This has been going on for about a month.
My Dr is really reluctant to prescribe medication, and if I go to him and ask for something to halp me sleep he'll say no or think I'm """"""""drug-seeking"""""""".
All I want is one nights sleep. Is that too much to ask?","['OCD', 'Medication']",0,0,0,0,0,0.0,[],"['ocd', 'medication']",,
"Our kid rang me up tonight and asked if I wanted to play 5 a side football, I willingly agreed as this week - I have finally got into """"""""health - kick"""""""" mode, walking miles each day an' that. So, we kicked off at 9 pm and played for an hour, I had an OK game (once I decided to start running about) - took a while to get off the mark in terms of scoring.
First goal, was a nifty little combination of control and a swift turn before a good shot curling the ball round the keeper to land in the far corner, then rattled the post with a screamer of a volley, came very close with a Riise style left footed missile - either hit the post or was saved, before finally getting my head behind a deep cross and beating the keeper wit the only headed goal of the game.
However.....I get very aggressive in tackles. The OCD is behind every single one saying I'm trying to foul (I am) in order to cause some serious damage and even death to the opponent. Then the guilt plays on my mind, but eventually I am able to brush it off. Some lad tripped my brother and sent him tumbling when he was about to fire one in....
So I see red and waited for this lad to get the ball, and when the chance came - two footed tackle. Oops. But, I'm not gonna feel guilty about that. Its just the other stuff I felt guilty about. Which is kinda daft i suppose. Surely, out of six 5 a side pitches full of aggressive, passion fueled scousers - I wasn't the only one flying in with tackles you'd normally see on a derby day or against the Manc ****?","['OCD', 'guilt']",0,0,0,0,0,0.0,[],"['ocd', 'guilt']",,
"Hi guys found something that I think is really true but relelvent and I just thought id share it with you guys.
1. If you are right then there is no need to get angry
And if you are wrong then you don't have any right to get angry.
2. Patience with family is love
Patience with others is respect.
Patience with self is confidence.
3. Never think hard about past. It brings tears. Don't think more about future. It brings fears.
Live this moment with a smile. It brings cheers.
4. Every test in our life makes us bitter or better. Every problem comes to make us or break us. Choice is ours, whether we become victim or victorious.
5. Search a beautiful heart, not a beautiful face.
Beautiful things are not always good, but good things are always beautiful.","['Thought', 'fear']",0,0,0,0,0,0.0,['thought'],"['thought', 'fear']",,
"has any1 tried this?.. got sum 2day for 15 quid out of hollland and barret.. Got a feelin after first taking it.. Has any1 else tried it.. Hope it is a welcome alternative to fluexetine..
paul. ..",['hope'],0,0,0,0,0,0.0,[],['hope'],,
"#So I have a CBT assessment in the next few weeks and I wondered if anyone could tell me what it involves?
I had CBT last year for about 6 weeks for general anxiety and though It helped with my anxiety it wasn't really specific enough. This will apparently be a longer course of CBT. I've had a telephone assessment already.
#How open and honest do they expect you to be?
Because I have intrusive images, which I suppose are OCD-like in nature, as I have to repeat the last word of whatever sentence I'm running through my head at the time that I have the image and though this happens everyday and is moderately distressing, my main problem is my fear of making mistakes, as that is the one that has the greatest impact on my life (I can't work because of it). Also, I don't know how relevant discussing other symptoms is, as those are not the ones I want to tackle at this time.
#Is it worth mentioning past symptoms?
#How much detail do they expect?
#I'm really nervous about forgetting things...Is it worth writing some notes and taking that with me, or will they think that that's a bit odd and excessive?","['OCD', 'fear', 'writing', 'anxiety', 'anxiety', 'symptom']",1,0,0,1,0,0.0,"[‘Intrusive image', 'distressing', 'intrusive', 'excessive']","['ocd', 'symptom', 'fear', 'image', 'distressing', 'excessive', 'writing', 'intrusive', 'anxiety']",1,
Am I the only one who has been hospitalized five times in one year? (I was hospitalized for suicidal obsessive thoughts) Just wondering.,"['Suicidal', 'Thought']",1,1,1,0,0,0.0,"['obsessive', 'obsessive thought', 'thought']","['obsessive thought', 'suicidal', 'thought', 'obsessive']",,1
"Due to obsessive thoughts about suicide, I have been in the mental hospital five times b/c thoughts kept telling me that I would hurt myself or try
to kill myself. The truth is I love my life and I am happy so I know these are just obsessive thoughts but they are constant. Anyone with similiar
experiences?",['Thought'],1,1,1,0,0,0.0,"['obsessive', 'obsessive thought', 'thought']","['obsessive thought', 'thought', 'obsessive']",,1
"Hi, I haven't been on here for about a year as I was managing ok and started to enjoy life again. Then due to stress the thoughts and ocd has returned Does anyone who suffers with POCD worry over just one individual? I also get the gronal response and this makes me worry and obsess over the thoughts more. It's like my mind is trying to make me believe that im attracted to young people and im not. It's always a constant battle if i tell myself i dont wanna do that my mind comes back and says yes you do. Sometimes if im just sitting down and just an image of a younger person just for a second comes into my head I worry and get a gronal response. I dont even know why this is happening, when it's not even a sexual thought. It's making me worry even more. Just want to know if anyone else gets this? as feel like my head just makes things up so when I go over the thought process I am not sure because my head tries to trick me.","['joy', 'process', 'OCD', 'Thought']",0,0,0,0,0,0.0,"['image', 'thought']","['ocd', 'image', 'joy', 'thought', 'process']",,
"Ill just tell you guys my story and see if any of you can help or advise or just support me.
Since i was about 16 i had OCD, as a child i was outgoing and didnt have any worries.
When i was about 16 i developed 2 kinds of OCD, one is what i call """"""""justifiable"""""""", the other is """"""""unjustifiable"""""""", in my own head.
An example of unjustifiable OCD, is when i was walking down a road, if i had a bad thought in my head when i took a step such as i had forgotten to do something really important when really, i knew for sure that i had done it and did not forget,i would have to walk back to the exact step that thought crossed my mind and i would have to say in my own head, no, i didnt forget, i know i didnt forget.
Sooner or later i battled this OCD by simply not giving into it, as i saw that by going and standing in that spot and saying something isnt going to happen wont change anything. This was the same for other """"""""unjustifiable"""""""" OCD's such as making sure the tv volume is on an even number, i knew it changed nothing, so i managed to battle the OCD.
However, once i had beaten that OCD, the other took over
my """"""""other"""""""" OCD is what in my head i see as justifiable,
for example, i know there is a very small risk of getting infections such as atheletes foot or herpes from gym equipment if somebody had shaved there or had an open cut, and i touched this infected area and then touched my mouth or eye for example, so if after the gym if i withought thinking touched my eye or ate something before washing my hands, i would then have a small anxiety attack over if i was going to contract herpes from the gym equipment.
The main anxiety comes when i get home from the gym and i spent hours researching how herpes could be transferred from someone else to me from a gym setting in order to convince myself 100% whether i thought it had happened to me or not.
I consider this OCD example as different to my first one because i see it as """"""""justifiable"""""""" in the fact that there is a chance of it happening, it may be a one in a million chance but it has happened to people before and it could therefore happen to me.
This really limits my life and i am constantly jumping at shadows of possible infections i could get from different things.
I can not just be happy go lucky and forget about the 0.001% risk i am facing when i go to the gym, in my head it seems more 50-50.
I have completely got rid of what i call unjustifiable OCD,but when there is a 0.001% chance of something bad happening, i.e a """"""""justifiable"""""""" worry my mind gets really anxious.
I try and battle it but in my head i think, it could actually have happened, and therefore i find it impossible to forget about and also find it hard to see how any treatment could help me stop thinking about a risk that is actually there. I wish i could just not worry about it at all.
Thanks for taking the time to read and hopefully reply.
Edited November 15, 2010 by joshclem","['washing hands', 'Treatment', 'hope', 'anxiety', 'anxiety', 'Thought', 'OCD']",0,0,0,0,0,0.0,"['washing', 'thought', 'hand']","['ocd', 'anxiety', 'washing', 'treatment', 'thought', 'washing hands', 'hope', 'hand']",,
"hi guys,
hope you're doing okay today and :boxing: back! we'll get there!
just wondering- has anyone had any luck with 5HT supplements
thanks
rosie
Edited December 5, 2008 by Guest",['hope'],0,0,0,0,0,0.0,[],['hope'],,
"Now before I go any further I want to point out that:
1) I am not trying to sell or push this on anyone
2) I am not telling people to stop taking any medication that works for them
:a1_cheesygrin:
But I have to say that 5HTP is working an absolute treat for me. SSRI's and I just didnt get along, and after taking them I was a bit scared of going on any medication at all. I just felt like a zombie and didnt like it.
I read some info on 5HTP, thought I'd give it a go, and after a month I can say that it has turned things around for me.
I know it may not work for everyone, and I must stress that you shouldnt take it with any prescribed medication, and also that's its probably worth seeing your GP about it, but on top of all of that, I think its bl00dy great :clapping:
Autumn xx","['Thought', 'Medication']",0,0,0,0,0,0.0,['thought'],"['medication', 'thought']",,
"good morning, i am feeling a little embarrassed for my drunken ramblings last night but thank you eveyone for your advice and support :blushing:
they thoughts are so at the forfront of my mind it makes it hard to see whats real and what isn't i have lapsed a bit a drunk a lot of wine lately and know i need to do my exercie and eat healthily and lay off the wine so get my mental state better. I have had CBT but it was quite sporadic and can't really afford it privately at the mo but it is something i am hoping to do but amd on nhs wait list again. My GP is anti medication and althoguh very very supportive, won't give me any.
I dealt with it myself seince the thoughts came full force when i was 22 i am 34 now and bascially i think i was an alcoholic for aobout 4 years to numb my brain and make te thoughts go away. Things got better when i was diagnosed 4 years ago as i could at lease put a name to wht i had and i stated excersing and it heped my sstate of mind a bit.
But as things have got bad lately i bought some 5-HTp after finding it on the internet - my qustion is has anyone tried it and does it help?? need something to help me. i have taken it for a week and my dreams have been very vivid, i always remeber my dreams but these are just mad dreams, i just wondered had anyone tried this or had any good or bda experiences?
thanks a mil x x x","['Medication', 'Thought']",1,1,1,1,1,1.0,['thought'],"['medication', 'thought']",,
"Hi,
Has anyone tried this for OCD. I've had a week on it and a couple of days off. Just wondering if anyone else has tried it and how they found it.",['OCD'],0,0,0,0,0,0.0,[],['ocd'],,
"While checking about OCD on the web, I came across a reference to 5-HTP. Myself am avoiding getting any """"""""herbs"""""""" due to possible interactions with drugs, or may even get my OCD worse. However if someone has tried 5-HTP and can provide some feedback, I think it would be useful to all to hear about it.
Edited April 9, 2007 by Guest","['checking', 'OCD']",1,1,1,0,0,0.0,[],"['ocd', 'checking']",,
"Hi All
I wondered if anyone had used the herb 5HTP (5-hydroxytryptophan)
Before I order some I wanted to ask if anyone had any good stories about it?
Thanks
Lawrence :a1_cheesygrin:",[],0,0,0,0,0,0.0,[],[],,
"Hi there
I have just read a book by a US psychiatrist who's not too keen on some of the prescription drugs used for anxiety disorders..while he admits that in many cases they prove really helpful he also thinks that sometimes natural remedies can be just as effective, minus the side effect ( nothing new here I'm sure)
In cases of OCD he recommends 5HTP tablets, I know they were mentioned in the newsletter, I bought some yesterday cos they were on offer at Hollands and Barretts, but I'm not sure now...
I know the best person to talk to is my GP and I intend to do so, but i was wondering if people had found them helpful?
Has anyone experienced any side effects?
Thank you
Manue","['Anxiety disorder', 'anxiety', 'anxiety', 'OCD']",0,0,0,0,0,0.0,[],"['anxiety', 'ocd', 'anxiety disorder']",,
"Hello people
I ran out of my 5HTP tablets the other day, have to wait until tomorrow when I can get to a Holland and Barrett again, and my anxiety levels to day have rocketed, and my sleep patterns have taken a complete turn for the worse.
I have been sleeping all the way through, every night whilst on these, and last night I was back to waking up every hour on the hour.
So, as annoying as this all is, it has convinced me even more that this 5HTP stuff works for me
xx","['anxiety', 'anxiety']",0,0,1,0,0,1.0,[],['anxiety'],,
"The Doitforcharity.com run series is a collection of 5km runs which will be taking place in London, Birmingham and Manchester in the spring/summer of 2008. The Doitforcharity 5k runs are for people of all ages and fitness levels. It is a gentle 5km course, which you can jog, run or walk. The emphasis will be on unhurried fun!
Over 3,000 people are expected to take part raising funds for hundreds of different charities and now this is your chance to join them and take part for OCD-UK!
We only have 25 places available, so join in the fun, visit the main website to download your registration pack now, or contact us for more information or to be sent a registration pack.
P.S. Still have 2 places left the the British 10k in London.","['OCD', 'site']",0,0,0,0,0,0.0,[],"['ocd', 'site']",,
"Not feeling great but sticking to the program. Best wishes, Phil.",[],0,0,1,0,0,0.0,[],[],,
"Quick backstory for context:
I was diagnosed with OCD in 2005 and up until 6 months ago I had been taking anti-depressants. Within the first few years I moved from Clomipramime, to Prozac, then to Seroxat (Paxil), and finally to Sertraline - which I remained on for around 7 years. Having been on it for so long I really wasn't sure if it was working for me, as I had forgotten what it felt like before I was even on them (perhaps they had lost effectiveness anyway during that time?). So, working with a Doctor, I gradually withdrew from them and stopped them completely 6 months ago.
Since then there have been some tough times but I mainly put that down to my body re-adjusting, and hoped that eventually things would sort themselves out. Within the last few weeks though my OCD symptoms have really ramped up - even the slightest thing which wouldn't have bothered me before is now a major cause of anxiety. I have made a Doctor's appointment to get her advice on the matter, but wondered if anybody here has been through a similar situation? I'm not averse to trying medication again but am willing to consider other things - St John's Wort perhaps? The more I read up on it though, the less convinced I am that it would help with OCD...
Something else I'm looking into is CBT - When I was first diagnosed I took part in an OCD group session which was helpful. I'm going to ask the Doctor if she can refer me to a private therapist for one-to-one CBT - the cost would have been prohibitive in the past but I think it's something worth looking into.
Any input would be much appreciated. Thanks!","['hope', 'anxiety', 'anxiety', 'Medication', 'OCD', 'symptom']",0,0,1,0,0,0.0,[],"['ocd', 'symptom', 'medication', 'anxiety', 'hope']",,
"All my life I’ve been in and out of hospital..from one part to another..from one doctor to the next and from one psychologist or therapist to the next. I feel sometimes like imp on a roundabout, it’s like I have a relapse so I have to get on the roundabout...I go spinning around and around and around faster and faster...then when I can’t bear it anymore I have to jump of enjoy returning to normality then wait until things get bad again and I have to hop back on! It’s a vicious cycle in my eyes. I’ve tried them all, child therapist, adult therapists, CBT, psychologists – private and NHS, word association people (can't remember the official title for that..it was the weirdest I think.) and when it boils down to it, they NEVER work. I feel that when I go to these people that I can never be honest with them, I’m scared they’ll think the worst and put me back into hospital. I really really don’t want that. At the minute imp paying £75 a session and its really going nowhere because imp just too scared to talk to the poor woman. We always end up talking about trivial things that are irrelevant to what’s going on in my life which is really impacting me. For example about 2 months ago I fell out with my sister and haven’t spoken to her since, this has caused allot of strain on the family and things really aren’t good on that front at the moment, so guess what I’ve never mentioned it to her, not once. It’s weird I can’t talk about it to her but yet I can write it down and let hundreds of people read it most of whom I don’t even know!!!! Well anyway I’ve made the decision, imp not going back to her, it’s been 6 months now. I think it’s a total waste of money. I haven’t told my mum yet though she’ll probably hit the roof!!! But hey at least I tried didn’t I???
:helpsmilie:
xx","['joy', 'boil', 'talking']",0,0,1,0,0,1.0,[],"['talking', 'boil', 'joy']",,
"So I'm seeing my GP on Thursday and the plan is to go down to 6mg. My forum friends will know what I'm on about. I'm scared, apprehensive etc. but boy what a difference from last year. Best wishes, Phil.",[],0,0,0,0,0,0.0,[],[],,
"I wonder if anyone can help me, I tried searching but can't find anything. My diet consists of Ham or beef bread roll for lunch, with Turkey or Steak or Pork for dinner, with potaotoes or chips.
Working from home I don't exercise much so have put on a lot of wieght, so will need to exercise more. But also I want to create a nutritionally balanced and varied meal plan for 7-14 days. That way I can shop for the right foods, and plan ahead and ensure I get more variety into my food.
The meals do need to be simple too, am male, can't cook.",['Food'],0,0,0,0,0,0.0,[],['food'],,
"7 days, 7 nights...
= 1 bath, 6 showers = less than 1 hour in total time and just 1 bar of soap!
I used my change of flats as an opportunity to kick OCD into touch and I have used some tactics I don't really want to discuss but its worked. OCD is history and my skin and hands are already looking 50% better at a normal colour and not red like they were at our last conference, still a bit wrinkled but hopefully that will soon improve now
* waves goodbye to Mr OCD *","['hope', 'OCD']",0,0,0,0,0,0.0,['hand'],"['hope', 'ocd', 'hand']",,
"Next week is OCD Awareness Week, and it is even more vital that we highlight the severity and impact of OCD, and to do that we need your help!
7 ideas for 7 days of OCD awareness
(13-19th October 2014)
Change your Facebook/Twitter cover photo for the week
Talk to someone new about your OCD and tell them how OCD impacts on your life.
Invite a friend to watch an OCD movie. Great way to initiate conversation about OCD.
Wear your OCD t-shirt to initiate conversation about OCD.
Get a great photo of you with your âSupporting OCD Awareness Weekâ placard on your Social media pages.
Blog about how OCD impacts on you and post that link across all your social media pages.
Contact your local newspaper or radio station and ask them to interview you about your OCD for OCD Awareness Week.
With all of those suggestions be sure to include a link/mention the special OCD Awareness Week website we have created. Itâs a brief one-page site designed to educate casual readers frame-by-frame, with each frame created to change perceptions about how people often view OCD, #ThatsOCD â www.thatsocd.info (feedback/suggestions welcomed).
We hope the above ideas include something you might want to do for OCD Awareness Week, together we can make a difference, one conversation at a time!
Whatever you decide to do, embrace it and enjoy it, because together, we are making a difference! Do let us know how you get on.
View the article on the OCD-UK website to download images and placards to use","['hope', 'joy', 'site', 'OCD', 'social media']",0,0,0,0,0,0.0,['image'],"['ocd', 'social media', 'image', 'joy', 'site', 'hope']",,
"Dear Friends
I have been going trough a lot..i had good days and the bad days..so depressed i am..i visited the psychiatrist yesterday..I am on efexor 150mg and she said if its not good for you we can swap the Anafranil what do you think she said..
all day i am sick i just ate 2 pieces of bread,vomited,banana,quater porridge,and water..thats all i ate today so weak i am..keep feeling sick..concantration is so low..dont know what to do ..keep crying like a baby :crybaby: :crybaby: :crybaby: :crybaby: :crybaby:",['site'],0,0,0,0,0,0.0,[],['site'],,
Trying hard but my hormones seem to be kicking in . Did any other mummy's find ocd is worse in pregnancy ? And does it ease of at 12 weeks x,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,
